correct,effect_size,frame,pred,cont,gender,comp,good_sent,bad_sent
1,2.451216769999988,0,0,he,m,if_diff>a_diff,"John owns a cow, and he beats it. He also feeds it.","If John owns a cow, he beats it. He also feeds it."
1,3.6039502299999953,0,0,he,m,whenever_diff>a_diff,"John owns a cow, and he beats it. He also feeds it.","Whenever John owns a cow, he beats it. He also feeds it."
1,3.639491499999984,0,0,it,m,if_diff>a_diff,"John owns a cow, and he beats it. It is a big one.","If John owns a cow, he beats it. It is a big one."
1,2.59064579999999,0,0,it,m,whenever_diff>a_diff,"John owns a cow, and he beats it. It is a big one.","Whenever John owns a cow, he beats it. It is a big one."
1,1.7058275259999718,0,0,he,f,if_diff>a_diff,"Mary owns a cow, and she beats it. She also feeds it.","If Mary owns a cow, she beats it. She also feeds it."
1,2.74839352999998,0,0,he,f,whenever_diff>a_diff,"Mary owns a cow, and she beats it. She also feeds it.","Whenever Mary owns a cow, she beats it. She also feeds it."
1,2.9841629399999903,0,0,it,f,if_diff>a_diff,"Mary owns a cow, and she beats it. It is a big one.","If Mary owns a cow, she beats it. It is a big one."
1,1.887675580000007,0,0,it,f,whenever_diff>a_diff,"Mary owns a cow, and she beats it. It is a big one.","Whenever Mary owns a cow, she beats it. It is a big one."
1,2.7344249700000063,0,1,he,m,if_diff>a_diff,"John owns a cow, and he beats it. He also sells it.","If John owns a cow, he beats it. He also sells it."
1,3.7906185200000095,0,1,he,m,whenever_diff>a_diff,"John owns a cow, and he beats it. He also sells it.","Whenever John owns a cow, he beats it. He also sells it."
1,1.8900963000000104,0,1,it,m,if_diff>a_diff,"John owns a cow, and he beats it. It is a healthy one.","If John owns a cow, he beats it. It is a healthy one."
1,2.4820947000000047,0,1,it,m,whenever_diff>a_diff,"John owns a cow, and he beats it. It is a healthy one.","Whenever John owns a cow, he beats it. It is a healthy one."
1,2.5498131899999876,0,1,he,f,if_diff>a_diff,"Mary owns a cow, and she beats it. She also sells it.","If Mary owns a cow, she beats it. She also sells it."
1,3.0900800499999903,0,1,he,f,whenever_diff>a_diff,"Mary owns a cow, and she beats it. She also sells it.","Whenever Mary owns a cow, she beats it. She also sells it."
1,1.558230299999984,0,1,it,f,if_diff>a_diff,"Mary owns a cow, and she beats it. It is a healthy one.","If Mary owns a cow, she beats it. It is a healthy one."
1,2.255223199999996,0,1,it,f,whenever_diff>a_diff,"Mary owns a cow, and she beats it. It is a healthy one.","Whenever Mary owns a cow, she beats it. It is a healthy one."
1,2.334906900000007,0,2,he,m,if_diff>a_diff,"John owns a cow, and he beats it. He also cleans it.","If John owns a cow, he beats it. He also cleans it."
1,3.3213334000000003,0,2,he,m,whenever_diff>a_diff,"John owns a cow, and he beats it. He also cleans it.","Whenever John owns a cow, he beats it. He also cleans it."
1,3.737416560000014,0,2,it,m,if_diff>a_diff,"John owns a cow, and he beats it. It is a brown one.","If John owns a cow, he beats it. It is a brown one."
1,3.5352869000000027,0,2,it,m,whenever_diff>a_diff,"John owns a cow, and he beats it. It is a brown one.","Whenever John owns a cow, he beats it. It is a brown one."
1,1.6942836999999855,0,2,he,f,if_diff>a_diff,"Mary owns a cow, and she beats it. She also cleans it.","If Mary owns a cow, she beats it. She also cleans it."
1,2.6989528599999915,0,2,he,f,whenever_diff>a_diff,"Mary owns a cow, and she beats it. She also cleans it.","Whenever Mary owns a cow, she beats it. She also cleans it."
1,2.9220001000000195,0,2,it,f,if_diff>a_diff,"Mary owns a cow, and she beats it. It is a brown one.","If Mary owns a cow, she beats it. It is a brown one."
1,2.8820090999999906,0,2,it,f,whenever_diff>a_diff,"Mary owns a cow, and she beats it. It is a brown one.","Whenever Mary owns a cow, she beats it. It is a brown one."
1,1.7087119299999927,0,3,he,m,if_diff>a_diff,"John owns a cow, and he beats it. He also protects it.","If John owns a cow, he beats it. He also protects it."
1,3.550879430000002,0,3,he,m,whenever_diff>a_diff,"John owns a cow, and he beats it. He also protects it.","Whenever John owns a cow, he beats it. He also protects it."
1,3.6058133000000083,0,3,it,m,if_diff>a_diff,"John owns a cow, and he beats it. It is a black one.","If John owns a cow, he beats it. It is a black one."
1,3.153524659999988,0,3,it,m,whenever_diff>a_diff,"John owns a cow, and he beats it. It is a black one.","Whenever John owns a cow, he beats it. It is a black one."
1,0.6109747599999906,0,3,he,f,if_diff>a_diff,"Mary owns a cow, and she beats it. She also protects it.","If Mary owns a cow, she beats it. She also protects it."
1,1.9797834399999772,0,3,he,f,whenever_diff>a_diff,"Mary owns a cow, and she beats it. She also protects it.","Whenever Mary owns a cow, she beats it. She also protects it."
1,2.987336550000009,0,3,it,f,if_diff>a_diff,"Mary owns a cow, and she beats it. It is a black one.","If Mary owns a cow, she beats it. It is a black one."
1,2.8423085499999985,0,3,it,f,whenever_diff>a_diff,"Mary owns a cow, and she beats it. It is a black one.","Whenever Mary owns a cow, she beats it. It is a black one."
1,2.216883000000017,0,4,he,m,if_diff>a_diff,"John owns a cow, and he beats it. He also tends it.","If John owns a cow, he beats it. He also tends it."
1,3.898947899999996,0,4,he,m,whenever_diff>a_diff,"John owns a cow, and he beats it. He also tends it.","Whenever John owns a cow, he beats it. He also tends it."
1,3.044331050000011,0,4,it,m,if_diff>a_diff,"John owns a cow, and he beats it. It is a young one.","If John owns a cow, he beats it. It is a young one."
1,3.3279539500000084,0,4,it,m,whenever_diff>a_diff,"John owns a cow, and he beats it. It is a young one.","Whenever John owns a cow, he beats it. It is a young one."
