frame,gender,sent,subject,sentence_type,tokens,logprobs
0,NA,It was not the case that the farmer didn't own a cow. It was just away on the meadow.,def,DNE,It|Ġwas|Ġnot|Ġthe|Ġcase|Ġthat|Ġthe|Ġfarmer|Ġdidn|'t|Ġown|Ġa|Ġcow|.|ĠIt|Ġwas|Ġjust|Ġaway|Ġon|Ġthe|Ġme|adow|.,"[-14.4212064743042, -3.0519614219665527, -2.7280945777893066, -3.7775063514709473, -1.177842617034912, -1.8032703399658203, -7.307991981506348, -6.109275817871094, -0.29071179032325745, -4.7710089683532715, -2.3639638423919678, -2.277036428451538, -1.5921012163162231, -2.484555244445801, -0.4139963388442993, -4.404623985290527, -13.65095043182373, -2.121826648712158, -3.1322407722473145, -9.365324020385742, -0.0435127317905426, -1.658147931098938]"
0,NA,"It was not the case that the farmer didn't own a cow. In fact, it was just away on the meadow.",def,DNE_infact,"It|Ġwas|Ġnot|Ġthe|Ġcase|Ġthat|Ġthe|Ġfarmer|Ġdidn|'t|Ġown|Ġa|Ġcow|.|ĠIn|Ġfact|,|Ġit|Ġwas|Ġjust|Ġaway|Ġon|Ġthe|Ġme|adow|.","[-14.421199798583984, -3.05195951461792, -2.7280969619750977, -3.7775096893310547, -1.1778407096862793, -1.8032641410827637, -7.307990074157715, -6.1092848777771, -0.2907079756259918, -4.771021842956543, -2.36395525932312, -2.277031183242798, -1.5921021699905396, -3.4844722747802734, -0.2545246481895447, -0.05642819032073021, -3.1182961463928223, -0.3815757930278778, -4.201042175292969, -15.450297355651855, -2.4878573417663574, -3.227423667907715, -8.380617141723633, -0.04965838044881821, -1.5744620561599731]"
0,NA,The farmer didn't own a cow. It was away on the meadow.,def,negation2,The|Ġfarmer|Ġdidn|'t|Ġown|Ġa|Ġcow|.|ĠIt|Ġwas|Ġaway|Ġon|Ġthe|Ġme|adow|.,"[-16.381502151489258, -5.970778465270996, -0.4279460310935974, -5.202570915222168, -1.7563409805297852, -3.4206273555755615, -1.7594170570373535, -4.0713887214660645, -0.586126446723938, -10.60672378540039, -2.39876651763916, -3.1417880058288574, -8.65732192993164, -0.05815177410840988, -1.3938568830490112]"
0,NA,"The farmer didn't own a cow. In fact, it was away on the meadow.",def,negation2_infact,"The|Ġfarmer|Ġdidn|'t|Ġown|Ġa|Ġcow|.|ĠIn|Ġfact|,|Ġit|Ġwas|Ġaway|Ġon|Ġthe|Ġme|adow|.","[-16.381494522094727, -5.970772743225098, -0.42794153094291687, -5.202568054199219, -1.7563341856002808, -3.4206182956695557, -1.7594187259674072, -4.619453430175781, -0.49583643674850464, -0.05983242020010948, -4.442084312438965, -0.4363110661506653, -9.468088150024414, -2.1203370094299316, -3.591151475906372, -9.337797164916992, -0.07088495045900345, -1.548567771911621]"
0,NA,The farmer didn't own a cow. It was just away on the meadow.,def,negation2_just,The|Ġfarmer|Ġdidn|'t|Ġown|Ġa|Ġcow|.|ĠIt|Ġwas|Ġjust|Ġaway|Ġon|Ġthe|Ġme|adow|.,"[-16.381494522094727, -5.970772743225098, -0.42794153094291687, -5.202568054199219, -1.7563341856002808, -3.4206182956695557, -1.7594187259674072, -4.071405410766602, -0.5861189961433411, -2.769296646118164, -11.357196807861328, -2.598268508911133, -3.0136289596557617, -7.94865608215332, -0.049862995743751526, -1.4641528129577637]"
0,NA,"The farmer didn't own a cow. In fact, it was just away on the meadow.",def,negation2_just_infact,"The|Ġfarmer|Ġdidn|'t|Ġown|Ġa|Ġcow|.|ĠIn|Ġfact|,|Ġit|Ġwas|Ġjust|Ġaway|Ġon|Ġthe|Ġme|adow|.","[-16.381494522094727, -5.970772743225098, -0.42794153094291687, -5.202568054199219, -1.7563341856002808, -3.4206182956695557, -1.7594187259674072, -4.619453430175781, -0.49583643674850464, -0.05983242020010948, -4.442084312438965, -0.4363110661506653, -3.7394423484802246, -11.675507545471191, -2.7132034301757812, -3.3944356441497803, -8.950176239013672, -0.078335240483284, -1.630494236946106]"
0,NA,The farmer owned a cow. It was away on the meadow.,def,existential,The|Ġfarmer|Ġowned|Ġa|Ġcow|.|ĠIt|Ġwas|Ġaway|Ġon|Ġthe|Ġme|adow|.,"[-16.381507873535156, -7.374262809753418, -1.1166150569915771, -3.730844736099243, -2.160942554473877, -4.095610618591309, -0.6943147778511047, -10.667290687561035, -3.1135740280151367, -2.2775864601135254, -7.706931114196777, -0.0728621557354927, -1.1496853828430176]"
0,NA,"The farmer owned a cow. In fact, it was away on the meadow.",def,existential_infact,"The|Ġfarmer|Ġowned|Ġa|Ġcow|.|ĠIn|Ġfact|,|Ġit|Ġwas|Ġaway|Ġon|Ġthe|Ġme|adow|.","[-16.381494522094727, -7.374276161193848, -1.116595983505249, -3.7308707237243652, -2.1609463691711426, -4.88857889175415, -2.7123570442199707, -0.09965405613183975, -2.7806944847106934, -0.22028301656246185, -12.977797508239746, -3.0260729789733887, -2.5595223903656006, -8.869392395019531, -0.08728116750717163, -1.562048316001892]"
1,NA,It was not the case that the pirate didn't acquire a treasure. It was just hidden in the box.,def,DNE,It|Ġwas|Ġnot|Ġthe|Ġcase|Ġthat|Ġthe|Ġpirate|Ġdidn|'t|Ġacquire|Ġa|Ġtreasure|.|ĠIt|Ġwas|Ġjust|Ġhidden|Ġin|Ġthe|Ġbox|.,"[-14.4212064743042, -3.0519614219665527, -2.7280945777893066, -3.7775063514709473, -1.177842617034912, -1.8032703399658203, -10.149579048156738, -6.533147811889648, -0.26374682784080505, -7.869925022125244, -2.6570723056793213, -2.426576852798462, -1.7262613773345947, -2.600346088409424, -0.6603577733039856, -3.870342493057251, -7.023015022277832, -2.014920711517334, -1.3501794338226318, -4.387770652770996, -1.7757766246795654]"
1,NA,"It was not the case that the pirate didn't acquire a treasure. In fact, it was just hidden in the box.",def,DNE_infact,"It|Ġwas|Ġnot|Ġthe|Ġcase|Ġthat|Ġthe|Ġpirate|Ġdidn|'t|Ġacquire|Ġa|Ġtreasure|.|ĠIn|Ġfact|,|Ġit|Ġwas|Ġjust|Ġhidden|Ġin|Ġthe|Ġbox|.","[-14.4212064743042, -3.0519614219665527, -2.7280945777893066, -3.7775063514709473, -1.177842617034912, -1.8032703399658203, -10.149579048156738, -6.533147811889648, -0.26374682784080505, -7.869925022125244, -2.6570723056793213, -2.426576852798462, -1.7262613773345947, -3.2253260612487793, -0.2938859760761261, -0.047238171100616455, -2.4396982192993164, -0.6714943647384644, -3.354853630065918, -10.58613395690918, -2.0262513160705566, -1.475785732269287, -4.501109600067139, -1.5633964538574219]"
1,NA,The pirate didn't acquire a treasure. It was hidden in the box.,def,negation2,The|Ġpirate|Ġdidn|'t|Ġacquire|Ġa|Ġtreasure|.|ĠIt|Ġwas|Ġhidden|Ġin|Ġthe|Ġbox|.,"[-16.38555335998535, -6.167793273925781, -0.4620894193649292, -10.763973236083984, -2.469656229019165, -3.455568552017212, -2.92094349861145, -3.6988167762756348, -1.4761284589767456, -4.254124641418457, -1.8877688646316528, -1.166424036026001, -5.820402145385742, -1.6394739151000977]"
1,NA,"The pirate didn't acquire a treasure. In fact, it was hidden in the box.",def,negation2_infact,"The|Ġpirate|Ġdidn|'t|Ġacquire|Ġa|Ġtreasure|.|ĠIn|Ġfact|,|Ġit|Ġwas|Ġhidden|Ġin|Ġthe|Ġbox|.","[-16.385549545288086, -6.1677775382995605, -0.4621014893054962, -10.763969421386719, -2.4696528911590576, -3.4555671215057373, -2.9209330081939697, -3.8540916442871094, -1.0818159580230713, -0.04989531636238098, -3.4439659118652344, -1.334013819694519, -5.52262020111084, -2.2199573516845703, -1.3623141050338745, -5.655250072479248, -1.6979763507843018]"
1,NA,The pirate didn't acquire a treasure. It was just hidden in the box.,def,negation2_just,The|Ġpirate|Ġdidn|'t|Ġacquire|Ġa|Ġtreasure|.|ĠIt|Ġwas|Ġjust|Ġhidden|Ġin|Ġthe|Ġbox|.,"[-16.385547637939453, -6.167792797088623, -0.46208518743515015, -10.763969421386719, -2.4696545600891113, -3.455570936203003, -2.920943021774292, -3.6988182067871094, -1.4761329889297485, -2.9775683879852295, -6.524001121520996, -1.9676930904388428, -0.8807051181793213, -4.59240198135376, -1.2789722681045532]"
1,NA,"The pirate didn't acquire a treasure. In fact, it was just hidden in the box.",def,negation2_just_infact,"The|Ġpirate|Ġdidn|'t|Ġacquire|Ġa|Ġtreasure|.|ĠIn|Ġfact|,|Ġit|Ġwas|Ġjust|Ġhidden|Ġin|Ġthe|Ġbox|.","[-16.385549545288086, -6.1677775382995605, -0.4621014893054962, -10.763969421386719, -2.4696528911590576, -3.4555671215057373, -2.9209330081939697, -3.8540916442871094, -1.0818159580230713, -0.04989531636238098, -3.4439659118652344, -1.334013819694519, -3.628709554672241, -8.953182220458984, -1.8902437686920166, -1.1097737550735474, -4.509839057922363, -1.4257704019546509]"
1,NA,The pirate acquired a treasure. It was hidden in the box.,def,existential,The|Ġpirate|Ġacquired|Ġa|Ġtreasure|.|ĠIt|Ġwas|Ġhidden|Ġin|Ġthe|Ġbox|.,"[-16.38555335998535, -9.404561996459961, -1.3431998491287231, -4.793562412261963, -5.050751686096191, -3.651808738708496, -1.0526034832000732, -3.8851070404052734, -1.0291017293930054, -1.681662678718567, -6.077415466308594, -1.1750011444091797]"
1,NA,"The pirate acquired a treasure. In fact, it was hidden in the box.",def,existential_infact,"The|Ġpirate|Ġacquired|Ġa|Ġtreasure|.|ĠIn|Ġfact|,|Ġit|Ġwas|Ġhidden|Ġin|Ġthe|Ġbox|.","[-16.385547637939453, -9.404560089111328, -1.3431974649429321, -4.7935590744018555, -5.050745010375977, -4.066806793212891, -3.9157676696777344, -0.11523677408695221, -1.9591007232666016, -0.4193507134914398, -5.710699081420898, -1.2121251821517944, -1.4412214756011963, -6.452735900878906, -1.5139806270599365]"
2,NA,It was not the case that the kid didn't have a dog. It was just out for a walk.,def,DNE,It|Ġwas|Ġnot|Ġthe|Ġcase|Ġthat|Ġthe|Ġkid|Ġdidn|'t|Ġhave|Ġa|Ġdog|.|ĠIt|Ġwas|Ġjust|Ġout|Ġfor|Ġa|Ġwalk|.,"[-14.4212064743042, -3.0519614219665527, -2.7280945777893066, -3.7775063514709473, -1.177842617034912, -1.8032703399658203, -8.681828498840332, -4.790490627288818, -0.3378397226333618, -2.117648124694824, -1.3054131269454956, -5.589166641235352, -1.1872775554656982, -2.571730375289917, -0.355177640914917, -3.5012526512145996, -9.126723289489746, -2.1082701683044434, -0.07655469328165054, -0.13166749477386475, -1.6023129224777222]"
2,NA,"It was not the case that the kid didn't have a dog. In fact, it was just out for a walk.",def,DNE_infact,"It|Ġwas|Ġnot|Ġthe|Ġcase|Ġthat|Ġthe|Ġkid|Ġdidn|'t|Ġhave|Ġa|Ġdog|.|ĠIn|Ġfact|,|Ġit|Ġwas|Ġjust|Ġout|Ġfor|Ġa|Ġwalk|.","[-14.4212064743042, -3.0519614219665527, -2.7280945777893066, -3.7775063514709473, -1.177842617034912, -1.8032703399658203, -8.681828498840332, -4.790490627288818, -0.3378397226333618, -2.117648124694824, -1.3054131269454956, -5.589166641235352, -1.1872775554656982, -3.188829183578491, -0.09831247478723526, -0.04866011440753937, -3.1062891483306885, -0.27512025833129883, -3.3473987579345703, -9.866744041442871, -1.823884129524231, -0.0249499324709177, -0.13445945084095, -1.5972214937210083]"
2,NA,The kid didn't have a dog. It was out for a walk.,def,negation2,The|Ġkid|Ġdidn|'t|Ġhave|Ġa|Ġdog|.|ĠIt|Ġwas|Ġout|Ġfor|Ġa|Ġwalk|.,"[-19.022558212280273, -4.551460266113281, -0.5019645690917969, -2.818295478820801, -1.1127461194992065, -7.387967586517334, -1.676171898841858, -3.412689208984375, -0.3260648250579834, -7.433158874511719, -2.7891407012939453, -0.10112002491950989, -0.12168589979410172, -1.5014599561691284]"
2,NA,"The kid didn't have a dog. In fact, it was out for a walk.",def,negation2_infact,"The|Ġkid|Ġdidn|'t|Ġhave|Ġa|Ġdog|.|ĠIn|Ġfact|,|Ġit|Ġwas|Ġout|Ġfor|Ġa|Ġwalk|.","[-19.022554397583008, -4.551477432250977, -0.5019592046737671, -2.8182709217071533, -1.11275315284729, -7.387972831726074, -1.6761747598648071, -4.849036693572998, -0.2016303539276123, -0.041508253663778305, -3.4629597663879395, -0.7399252653121948, -6.966555595397949, -3.13820743560791, -0.13961026072502136, -0.16419747471809387, -1.759586215019226]"
2,NA,The kid didn't have a dog. It was just out for a walk.,def,negation2_just,The|Ġkid|Ġdidn|'t|Ġhave|Ġa|Ġdog|.|ĠIt|Ġwas|Ġjust|Ġout|Ġfor|Ġa|Ġwalk|.,"[-19.022550582885742, -4.551461696624756, -0.5019645690917969, -2.8182921409606934, -1.1127479076385498, -7.387959003448486, -1.6761698722839355, -3.412689208984375, -0.32606422901153564, -1.8368873596191406, -8.001033782958984, -2.8841896057128906, -0.07361708581447601, -0.21619445085525513, -1.179614782333374]"
2,NA,"The kid didn't have a dog. In fact, it was just out for a walk.",def,negation2_just_infact,"The|Ġkid|Ġdidn|'t|Ġhave|Ġa|Ġdog|.|ĠIn|Ġfact|,|Ġit|Ġwas|Ġjust|Ġout|Ġfor|Ġa|Ġwalk|.","[-19.022554397583008, -4.551477432250977, -0.5019592046737671, -2.8182709217071533, -1.11275315284729, -7.387972831726074, -1.6761747598648071, -4.849036693572998, -0.2016303539276123, -0.041508253663778305, -3.4629597663879395, -0.7399252653121948, -2.9502151012420654, -8.334392547607422, -2.737649917602539, -0.056301992386579514, -0.3220073878765106, -1.5099165439605713]"
2,NA,The kid had a dog. It was out for a walk.,def,existential,The|Ġkid|Ġhad|Ġa|Ġdog|.|ĠIt|Ġwas|Ġout|Ġfor|Ġa|Ġwalk|.,"[-19.022558212280273, -3.7941558361053467, -2.0138792991638184, -7.967280387878418, -2.3149914741516113, -2.545606851577759, -0.2201552391052246, -7.087555885314941, -3.4654922485351562, -0.06446458399295807, -0.10045114159584045, -1.5747743844985962]"
2,NA,"The kid had a dog. In fact, it was out for a walk.",def,existential_infact,"The|Ġkid|Ġhad|Ġa|Ġdog|.|ĠIn|Ġfact|,|Ġit|Ġwas|Ġout|Ġfor|Ġa|Ġwalk|.","[-19.022550582885742, -3.7941555976867676, -2.0138766765594482, -7.967282295227051, -2.314993381500244, -5.48047399520874, -1.3138923645019531, -0.050246138125658035, -2.251108169555664, -0.4914918541908264, -8.740915298461914, -4.322423934936523, -0.0736633762717247, -0.14845429360866547, -2.115417957305908]"
3,NA,It was not the case that the student didn't discover a problem. It was just too hard to solve.,def,DNE,It|Ġwas|Ġnot|Ġthe|Ġcase|Ġthat|Ġthe|Ġstudent|Ġdidn|'t|Ġdiscover|Ġa|Ġproblem|.|ĠIt|Ġwas|Ġjust|Ġtoo|Ġhard|Ġto|Ġsolve|.,"[-14.4212064743042, -3.0519614219665527, -2.7280945777893066, -3.7775063514709473, -1.177842617034912, -1.8032703399658203, -6.898131370544434, -5.336383819580078, -0.2833726108074188, -9.440868377685547, -3.6762216091156006, -4.347903251647949, -1.8969401121139526, -2.2504029273986816, -0.23267440497875214, -3.344916820526123, -6.130404949188232, -1.9629228115081787, -1.0065096616744995, -2.0569498538970947, -1.4146397113800049]"
