frame,pred,subj,gender,cont,scope,sent,sentence_type,tokens,logprobs
0,0,name,m,he,inScope,"If John owns a cow, he beats it and also feeds it.",if,"If|ĠJohn|Ġowns|Ġa|Ġcow|,|Ġhe|Ġbeats|Ġit|Ġand|Ġalso|Ġfeeds|Ġit|.","[-9.304177284240723, -8.587759017944336, -1.2294399738311768, -5.986907958984375, -0.672612726688385, -1.5575851202011108, -10.717529296875, -0.955803394317627, -2.607491970062256, -7.02346134185791, -3.3243517875671387, -0.05873939394950867, -0.8872725963592529]"
0,0,name,m,he,outScope,"If John owns a cow, he beats it. He also feeds it.",if,"If|ĠJohn|Ġowns|Ġa|Ġcow|,|Ġhe|Ġbeats|Ġit|.|ĠHe|Ġalso|Ġfeeds|Ġit|.","[-9.304177284240723, -8.587759017944336, -1.2294399738311768, -5.986907958984375, -0.672612726688385, -1.5575851202011108, -10.717529296875, -0.955803394317627, -1.8134552240371704, -2.1234054565429688, -3.1972832679748535, -4.8217597007751465, -0.2085685133934021, -1.3867422342300415]"
0,0,name,m,he,inScope,"Whenever John owns a cow, he beats it and also feeds it.",whenever,"Whenever|ĠJohn|Ġowns|Ġa|Ġcow|,|Ġhe|Ġbeats|Ġit|Ġand|Ġalso|Ġfeeds|Ġit|.","[-8.907694816589355, -9.072711944580078, -1.3229540586471558, -6.275453567504883, -0.42511242628097534, -0.9709005951881409, -8.481855392456055, -0.8228933215141296, -2.6751809120178223, -6.551216125488281, -3.284518241882324, -0.08876547962427139, -1.062718152999878]"
0,0,name,m,he,outScope,"Whenever John owns a cow, he beats it. He also feeds it.",whenever,"Whenever|ĠJohn|Ġowns|Ġa|Ġcow|,|Ġhe|Ġbeats|Ġit|.|ĠHe|Ġalso|Ġfeeds|Ġit|.","[-8.907694816589355, -9.072711944580078, -1.3229540586471558, -6.275453567504883, -0.42511242628097534, -0.9709005951881409, -8.481855392456055, -0.8228933215141296, -1.5425227880477905, -2.562272787094116, -2.8458001613616943, -4.907743453979492, -0.25537750124931335, -2.008781909942627]"
0,0,name,m,he,inScope,"John owns a cow, and he beats it and also feeds it.",existential,"John|Ġowns|Ġa|Ġcow|,|Ġand|Ġhe|Ġbeats|Ġit|Ġand|Ġalso|Ġfeeds|Ġit|.","[-12.135454177856445, -1.0753746032714844, -7.139926433563232, -1.7207388877868652, -1.5573382377624512, -1.2652485370635986, -9.744254112243652, -1.0748376846313477, -4.253426551818848, -6.63906192779541, -2.8744752407073975, -0.06678273528814316, -1.292038917541504]"
0,0,name,m,he,outScope,"John owns a cow, and he beats it. He also feeds it.",existential,"John|Ġowns|Ġa|Ġcow|,|Ġand|Ġhe|Ġbeats|Ġit|.|ĠHe|Ġalso|Ġfeeds|Ġit|.","[-12.135454177856445, -1.0753746032714844, -7.139926433563232, -1.7207388877868652, -1.5573382377624512, -1.2652485370635986, -9.744254112243652, -1.0748376846313477, -2.19545841217041, -1.9757353067398071, -2.8017308712005615, -4.490273952484131, -0.28436926007270813, -1.5531067848205566]"
0,0,name,m,it,inScope,"If John owns a cow, he beats it and it is a big one.",if,"If|ĠJohn|Ġowns|Ġa|Ġcow|,|Ġhe|Ġbeats|Ġit|Ġand|Ġit|Ġis|Ġa|Ġbig|Ġone|.","[-9.304179191589355, -8.587760925292969, -1.2294399738311768, -5.98690938949585, -0.6726100444793701, -1.557588815689087, -10.717525482177734, -0.9558026194572449, -2.607490062713623, -2.2564585208892822, -3.4865026473999023, -3.167628526687622, -6.485759258270264, -5.772050857543945, -0.8188385963439941]"
0,0,name,m,it,outScope,"If John owns a cow, he beats it. It is a big one.",if,"If|ĠJohn|Ġowns|Ġa|Ġcow|,|Ġhe|Ġbeats|Ġit|.|ĠIt|Ġis|Ġa|Ġbig|Ġone|.","[-9.304179191589355, -8.587760925292969, -1.2294399738311768, -5.98690938949585, -0.6726100444793701, -1.557588815689087, -10.717525482177734, -0.9558026194572449, -1.813453197479248, -3.965888738632202, -1.166382074356079, -2.3007049560546875, -6.252730846405029, -4.895880699157715, -1.119446039199829]"
0,0,name,m,it,inScope,"Whenever John owns a cow, he beats it and it is a big one.",whenever,"Whenever|ĠJohn|Ġowns|Ġa|Ġcow|,|Ġhe|Ġbeats|Ġit|Ġand|Ġit|Ġis|Ġa|Ġbig|Ġone|.","[-8.907695770263672, -9.072712898254395, -1.3229559659957886, -6.275447368621826, -0.425111323595047, -0.9708998203277588, -8.481847763061523, -0.8228874206542969, -2.6751813888549805, -3.178522825241089, -3.3219990730285645, -3.426180601119995, -6.018240451812744, -6.249518871307373, -0.8413858413696289]"
0,0,name,m,it,outScope,"Whenever John owns a cow, he beats it. It is a big one.",whenever,"Whenever|ĠJohn|Ġowns|Ġa|Ġcow|,|Ġhe|Ġbeats|Ġit|.|ĠIt|Ġis|Ġa|Ġbig|Ġone|.","[-8.907695770263672, -9.072712898254395, -1.3229559659957886, -6.275447368621826, -0.425111323595047, -0.9708998203277588, -8.481847763061523, -0.8228874206542969, -1.5425214767456055, -3.904005289077759, -0.9802309274673462, -2.1284987926483154, -6.438911437988281, -5.146254062652588, -1.3300440311431885]"
0,0,name,m,it,inScope,"John owns a cow, and he beats it and it is a big one.",existential,"John|Ġowns|Ġa|Ġcow|,|Ġand|Ġhe|Ġbeats|Ġit|Ġand|Ġit|Ġis|Ġa|Ġbig|Ġone|.","[-12.135456085205078, -1.0753744840621948, -7.139926910400391, -1.7207378149032593, -1.5573384761810303, -1.265246033668518, -9.74424934387207, -1.0748342275619507, -4.253426551818848, -3.2555055618286133, -3.798884391784668, -3.5605952739715576, -5.056591510772705, -5.191905975341797, -0.919558048248291]"
0,0,name,m,it,outScope,"John owns a cow, and he beats it. It is a big one.",existential,"John|Ġowns|Ġa|Ġcow|,|Ġand|Ġhe|Ġbeats|Ġit|.|ĠIt|Ġis|Ġa|Ġbig|Ġone|.","[-12.135456085205078, -1.0753744840621948, -7.139926910400391, -1.7207378149032593, -1.5573384761810303, -1.265246033668518, -9.74424934387207, -1.0748342275619507, -2.195448637008667, -3.3480091094970703, -1.8473008871078491, -1.9683027267456055, -5.133918762207031, -5.359757900238037, -1.2165675163269043]"
0,0,name,f,he,inScope,"If Mary owns a cow, she beats it and also feeds it.",if,"If|ĠMary|Ġowns|Ġa|Ġcow|,|Ġshe|Ġbeats|Ġit|Ġand|Ġalso|Ġfeeds|Ġit|.","[-11.23493480682373, -7.892312049865723, -1.1708077192306519, -6.137334823608398, -0.6696959733963013, -1.5698437690734863, -10.829726219177246, -1.014387845993042, -2.722508430480957, -6.919739723205566, -3.2619094848632812, -0.08470380306243896, -1.0411813259124756]"
0,0,name,f,he,outScope,"If Mary owns a cow, she beats it. She also feeds it.",if,"If|ĠMary|Ġowns|Ġa|Ġcow|,|Ġshe|Ġbeats|Ġit|.|ĠShe|Ġalso|Ġfeeds|Ġit|.","[-11.23493480682373, -7.892312049865723, -1.1708077192306519, -6.137334823608398, -0.6696959733963013, -1.5698437690734863, -10.829726219177246, -1.014387845993042, -2.0231637954711914, -1.980133295059204, -3.2314412593841553, -4.670567512512207, -0.26156529784202576, -1.597722053527832]"
0,0,name,f,he,inScope,"Whenever Mary owns a cow, she beats it and also feeds it.",whenever,"Whenever|ĠMary|Ġowns|Ġa|Ġcow|,|Ġshe|Ġbeats|Ġit|Ġand|Ġalso|Ġfeeds|Ġit|.","[-10.318405151367188, -8.89677906036377, -1.0530325174331665, -6.051367282867432, -0.42630600929260254, -0.8794301152229309, -8.8486328125, -0.7702271342277527, -2.9185879230499268, -6.814639568328857, -3.2768208980560303, -0.11359155178070068, -1.4062974452972412]"
