frame,gender,sent,subject,sentence_type,tokens,logprobs,slor_nofirst
0,m,"Either there was no treasure, or it was guarded by the dragon.",def,disjunction_eitheror,"Either| there| was| no| treasure|,| or| it| was| guarded| by| the| dragon|.","[-5.1832438, -2.4664226, -1.8813818, -10.12061, -1.4114959, -0.49813914, -1.8834033, -0.3029475, -5.7193255, -0.41881886, -2.240912, -4.188101, -1.5330726]",3.8270014540743116
0,m,"Either there was a treasure, or it was guarded by the dragon.",def,disjunction_eitheror_pos,"Either| there| was| a| treasure|,| or| it| was| guarded| by| the| dragon|.","[-5.1832438, -2.4664226, -0.9840495, -9.810442, -2.7961097, -0.78860253, -3.1043658, -0.7397135, -7.9519253, -0.25449854, -2.498732, -4.37674, -1.2411702]",3.2748308394949195
0,m,"There was no treasure, or it was guarded by the dragon.",def,disjunction_or,"There| was| no| treasure|,| or| it| was| guarded| by| the| dragon|.","[-3.1139932, -2.1881576, -10.660845, -2.133034, -4.332019, -3.937742, -0.8009817, -6.63745, -0.5431176, -2.4032009, -3.7667377, -1.3690596]",3.2524710387252327
0,m,"There was no treasure, and it was guarded by the dragon.",def,conjunction,"There| was| no| treasure|,| and| it| was| guarded| by| the| dragon|.","[-3.1139932, -2.1881576, -10.660845, -2.133034, -2.72054, -3.1690016, -0.63317263, -8.354115, -0.3196898, -2.2001135, -4.217992, -1.5108262]",3.1410376357880647
0,f,"Either there was no treasure, or it was guarded by the dragon.",def,disjunction_eitheror,"Either| there| was| no| treasure|,| or| it| was| guarded| by| the| dragon|.","[-5.1832438, -2.4664226, -1.8813818, -10.12061, -1.4114959, -0.49813914, -1.8834033, -0.3029475, -5.7193255, -0.41881886, -2.240912, -4.188101, -1.5330726]",3.8270014540743116
0,f,"Either there was a treasure, or it was guarded by the dragon.",def,disjunction_eitheror_pos,"Either| there| was| a| treasure|,| or| it| was| guarded| by| the| dragon|.","[-5.1832438, -2.4664226, -0.9840495, -9.810442, -2.7961097, -0.78860253, -3.1043658, -0.7397135, -7.9519253, -0.25449854, -2.498732, -4.37674, -1.2411702]",3.2748308394949195
0,f,"There was no treasure, or it was guarded by the dragon.",def,disjunction_or,"There| was| no| treasure|,| or| it| was| guarded| by| the| dragon|.","[-3.1139932, -2.1881576, -10.660845, -2.133034, -4.332019, -3.937742, -0.8009817, -6.63745, -0.5431176, -2.4032009, -3.7667377, -1.3690596]",3.2524710387252327
0,f,"There was no treasure, and it was guarded by the dragon.",def,conjunction,"There| was| no| treasure|,| and| it| was| guarded| by| the| dragon|.","[-3.1139932, -2.1881576, -10.660845, -2.133034, -2.72054, -3.1690016, -0.63317263, -8.354115, -0.3196898, -2.2001135, -4.217992, -1.5108262]",3.1410376357880647
1,m,"Either there was no manuscript, or it was hidden by the librarian.",def,disjunction_eitheror,"Either| there| was| no| manuscript|,| or| it| was| hidden| by| the| librarian|.","[-5.1832438, -2.4664226, -1.8813818, -11.003199, -1.545078, -0.61670494, -1.71973, -0.46963766, -6.500019, -2.4564729, -1.0509112, -7.1094074, -1.7348003]",3.3675678218301703
1,m,"Either there was a manuscript, or it was hidden by the librarian.",def,disjunction_eitheror_pos,"Either| there| was| a| manuscript|,| or| it| was| hidden| by| the| librarian|.","[-5.1832438, -2.4664226, -0.9840495, -10.818719, -2.7273688, -1.4033034, -2.6340928, -0.63736373, -8.119951, -3.2646756, -1.2131227, -6.934614, -1.4852433]",2.8317802718661627
1,m,"There was no manuscript, or it was hidden by the librarian.",def,disjunction_or,"There| was| no| manuscript|,| or| it| was| hidden| by| the| librarian|.","[-3.1139932, -2.1881576, -12.513766, -1.9725691, -4.1402435, -3.581459, -0.6584069, -5.2807484, -3.2361739, -1.2405391, -6.5807805, -1.5646862]",2.8967470621274156
1,m,"There was no manuscript, and it was hidden by the librarian.",def,conjunction,"There| was| no| manuscript|,| and| it| was| hidden| by| the| librarian|.","[-3.1139932, -2.1881576, -12.513766, -1.9725691, -2.2694519, -3.204122, -0.6440134, -9.6134, -3.526322, -1.2281399, -6.7087917, -1.7621253]",2.5071314533569122
1,f,"Either there was no manuscript, or it was hidden by the librarian.",def,disjunction_eitheror,"Either| there| was| no| manuscript|,| or| it| was| hidden| by| the| librarian|.","[-5.1832438, -2.4664226, -1.8813818, -11.003199, -1.545078, -0.61670494, -1.71973, -0.46963766, -6.500019, -2.4564729, -1.0509112, -7.1094074, -1.7348003]",3.3675678218301703
1,f,"Either there was a manuscript, or it was hidden by the librarian.",def,disjunction_eitheror_pos,"Either| there| was| a| manuscript|,| or| it| was| hidden| by| the| librarian|.","[-5.1832438, -2.4664226, -0.9840495, -10.818719, -2.7273688, -1.4033034, -2.6340928, -0.63736373, -8.119951, -3.2646756, -1.2131227, -6.934614, -1.4852433]",2.8317802718661627
1,f,"There was no manuscript, or it was hidden by the librarian.",def,disjunction_or,"There| was| no| manuscript|,| or| it| was| hidden| by| the| librarian|.","[-3.1139932, -2.1881576, -12.513766, -1.9725691, -4.1402435, -3.581459, -0.6584069, -5.2807484, -3.2361739, -1.2405391, -6.5807805, -1.5646862]",2.8967470621274156
1,f,"There was no manuscript, and it was hidden by the librarian.",def,conjunction,"There| was| no| manuscript|,| and| it| was| hidden| by| the| librarian|.","[-3.1139932, -2.1881576, -12.513766, -1.9725691, -2.2694519, -3.204122, -0.6440134, -9.6134, -3.526322, -1.2281399, -6.7087917, -1.7621253]",2.5071314533569122
2,m,"Either there was no painting, or it was stolen by the thief.",def,disjunction_eitheror,"Either| there| was| no| painting|,| or| it| was| stolen| by| the| thief|.","[-5.1832438, -2.4664226, -1.8813818, -9.689782, -1.8546323, -0.7057311, -1.7672371, -0.38917604, -4.4288955, -2.9749827, -1.4248428, -4.8154697, -1.5245887]",3.5931196318858367
2,m,"Either there was a painting, or it was stolen by the thief.",def,disjunction_eitheror_pos,"Either| there| was| a| painting|,| or| it| was| stolen| by| the| thief|.","[-5.1832438, -2.4664226, -0.9840495, -9.788632, -3.0666728, -1.2195141, -2.638477, -0.59793377, -6.249988, -3.2324677, -1.4823986, -5.0020857, -1.2930202]",3.0601506973064443
2,m,"There was no painting, or it was stolen by the thief.",def,disjunction_or,"There| was| no| painting|,| or| it| was| stolen| by| the| thief|.","[-3.1139932, -2.1881576, -9.3824625, -2.224662, -4.5610633, -5.7479167, -0.83570385, -5.4003, -3.8236625, -1.3442222, -4.488982, -1.3846449]",2.8865223721877196
2,m,"There was no painting, and it was stolen by the thief.",def,conjunction,"There| was| no| painting|,| and| it| was| stolen| by| the| thief|.","[-3.1139932, -2.1881576, -9.3824625, -2.224662, -3.0459971, -3.271037, -0.6407977, -7.918679, -3.5461428, -1.5208821, -3.868214, -1.7807428]",2.8858510675838827
2,f,"Either there was no painting, or it was stolen by the thief.",def,disjunction_eitheror,"Either| there| was| no| painting|,| or| it| was| stolen| by| the| thief|.","[-5.1832438, -2.4664226, -1.8813818, -9.689782, -1.8546323, -0.7057311, -1.7672371, -0.38917604, -4.4288955, -2.9749827, -1.4248428, -4.8154697, -1.5245887]",3.5931196318858367
2,f,"Either there was a painting, or it was stolen by the thief.",def,disjunction_eitheror_pos,"Either| there| was| a| painting|,| or| it| was| stolen| by| the| thief|.","[-5.1832438, -2.4664226, -0.9840495, -9.788632, -3.0666728, -1.2195141, -2.638477, -0.59793377, -6.249988, -3.2324677, -1.4823986, -5.0020857, -1.2930202]",3.0601506973064443
2,f,"There was no painting, or it was stolen by the thief.",def,disjunction_or,"There| was| no| painting|,| or| it| was| stolen| by| the| thief|.","[-3.1139932, -2.1881576, -9.3824625, -2.224662, -4.5610633, -5.7479167, -0.83570385, -5.4003, -3.8236625, -1.3442222, -4.488982, -1.3846449]",2.8865223721877196
2,f,"There was no painting, and it was stolen by the thief.",def,conjunction,"There| was| no| painting|,| and| it| was| stolen| by| the| thief|.","[-3.1139932, -2.1881576, -9.3824625, -2.224662, -3.0459971, -3.271037, -0.6407977, -7.918679, -3.5461428, -1.5208821, -3.868214, -1.7807428]",2.8858510675838827
3,m,"Either there was no weapon, or it was secured by the soldier.",def,disjunction_eitheror,"Either| there| was| no| weapon|,| or| it| was| secured| by| the| soldier|.","[-5.1832438, -2.4664226, -1.8813818, -8.248044, -1.5549428, -0.7580544, -1.9282846, -0.28349248, -9.848912, -1.5920159, -2.005536, -6.7202563, -2.1701288]",3.002739234681946
3,m,"Either there was a weapon, or it was secured by the soldier.",def,disjunction_eitheror_pos,"Either| there| was| a| weapon|,| or| it| was| secured| by| the| soldier|.","[-5.1832438, -2.4664226, -0.9840495, -9.079523, -2.5454426, -1.214349, -2.8017607, -0.6150124, -11.94498, -1.8311093, -2.5421972, -6.681163, -1.7210964]",2.402761500871785
3,m,"There was no weapon, or it was secured by the soldier.",def,disjunction_or,"There| was| no| weapon|,| or| it| was| secured| by| the| soldier|.","[-3.1139932, -2.1881576, -8.395751, -2.2907236, -5.0834293, -4.146597, -0.8145922, -8.277032, -1.8630875, -2.7259932, -6.976371, -1.7858183]",2.4443231243835046
3,m,"There was no weapon, and it was secured by the soldier.",def,conjunction,"There| was| no| weapon|,| and| it| was| secured| by| the| soldier|.","[-3.1139932, -2.1881576, -8.395751, -2.2907236, -2.7136376, -3.2251818, -0.6961378, -9.935537, -1.3398637, -1.8605347, -7.436674, -1.9981061]",2.4830888906130006
3,f,"Either there was no weapon, or it was secured by the soldier.",def,disjunction_eitheror,"Either| there| was| no| weapon|,| or| it| was| secured| by| the| soldier|.","[-5.1832438, -2.4664226, -1.8813818, -8.248044, -1.5549428, -0.7580544, -1.9282846, -0.28349248, -9.848912, -1.5920159, -2.005536, -6.7202563, -2.1701288]",3.002739234681946
3,f,"Either there was a weapon, or it was secured by the soldier.",def,disjunction_eitheror_pos,"Either| there| was| a| weapon|,| or| it| was| secured| by| the| soldier|.","[-5.1832438, -2.4664226, -0.9840495, -9.079523, -2.5454426, -1.214349, -2.8017607, -0.6150124, -11.94498, -1.8311093, -2.5421972, -6.681163, -1.7210964]",2.402761500871785
3,f,"There was no weapon, or it was secured by the soldier.",def,disjunction_or,"There| was| no| weapon|,| or| it| was| secured| by| the| soldier|.","[-3.1139932, -2.1881576, -8.395751, -2.2907236, -5.0834293, -4.146597, -0.8145922, -8.277032, -1.8630875, -2.7259932, -6.976371, -1.7858183]",2.4443231243835046
3,f,"There was no weapon, and it was secured by the soldier.",def,conjunction,"There| was| no| weapon|,| and| it| was| secured| by| the| soldier|.","[-3.1139932, -2.1881576, -8.395751, -2.2907236, -2.7136376, -3.2251818, -0.6961378, -9.935537, -1.3398637, -1.8605347, -7.436674, -1.9981061]",2.4830888906130006
4,m,"Either there was no flower, or it was planted by the gardener.",def,disjunction_eitheror,"Either| there| was| no| flower|,| or| it| was| planted| by| the| gard|ener|.","[-5.1832438, -2.4664226, -1.8813818, -11.258472, -1.871905, -0.6569063, -1.7308018, -0.50793517, -6.14325, -3.2235737, -1.7385627, -4.882741, -0.01710425, -2.3581958]",3.945512187580633
4,m,"Either there was a flower, or it was planted by the gardener.",def,disjunction_eitheror_pos,"Either| there| was| a| flower|,| or| it| was| planted| by| the| gard|ener|.","[-5.1832438, -2.4664226, -0.9840495, -11.094166, -2.9265773, -1.2848225, -3.0023782, -0.49841583, -7.3227344, -1.6552525, -1.6405891, -4.5670214, -0.021314833, -1.4637328]",3.7297763759711975
4,m,"There was no flower, or it was planted by the gardener.",def,disjunction_or,"There| was| no| flower|,| or| it| was| planted| by| the| gard|ener|.","[-3.1139932, -2.1881576, -10.8279505, -2.4478166, -4.335076, -4.6767178, -0.81765765, -6.6338353, -2.753059, -1.6674495, -5.5992904, -0.015081814, -1.9308841]",3.4975226879896635
4,m,"There was no flower, and it was planted by the gardener.",def,conjunction,"There| was| no| flower|,| and| it| was| planted| by| the| gard|ener|.","[-3.1139932, -2.1881576, -10.8279505, -2.4478166, -2.5951223, -2.9665508, -0.6705176, -7.2132807, -2.5545802, -1.274134, -6.265355, -0.012236841, -1.760956]",3.583234958586122
4,f,"Either there was no flower, or it was planted by the gardener.",def,disjunction_eitheror,"Either| there| was| no| flower|,| or| it| was| planted| by| the| gard|ener|.","[-5.1832438, -2.4664226, -1.8813818, -11.258472, -1.871905, -0.6569063, -1.7308018, -0.50793517, -6.14325, -3.2235737, -1.7385627, -4.882741, -0.01710425, -2.3581958]",3.945512187580633
4,f,"Either there was a flower, or it was planted by the gardener.",def,disjunction_eitheror_pos,"Either| there| was| a| flower|,| or| it| was| planted| by| the| gard|ener|.","[-5.1832438, -2.4664226, -0.9840495, -11.094166, -2.9265773, -1.2848225, -3.0023782, -0.49841583, -7.3227344, -1.6552525, -1.6405891, -4.5670214, -0.021314833, -1.4637328]",3.7297763759711975
