frame,pred,subj,gender,cont,scope,sent,sentence_type,tokens,logprobs
0,0,name,m,he,inScope,"If John owns a cow, he beats it and also feeds it.",if,"If|ĠJohn|Ġowns|Ġa|Ġcow|,|Ġhe|Ġbeats|Ġit|Ġand|Ġalso|Ġfeeds|Ġit|.","[-10.124688148498535, -8.588510513305664, -0.9756184816360474, -5.417001724243164, -0.855806291103363, -1.7352064847946167, -9.55396556854248, -0.8370614051818848, -2.5058650970458984, -7.5384039878845215, -2.9883265495300293, -0.06103282421827316, -1.1557170152664185]"
0,0,name,m,he,outScope,"If John owns a cow, he beats it. He also feeds it.",if,"If|ĠJohn|Ġowns|Ġa|Ġcow|,|Ġhe|Ġbeats|Ġit|.|ĠHe|Ġalso|Ġfeeds|Ġit|.","[-10.124688148498535, -8.588510513305664, -0.9756184816360474, -5.417001724243164, -0.855806291103363, -1.7352064847946167, -9.55396556854248, -0.8370614051818848, -1.5402699708938599, -3.0058155059814453, -2.862929105758667, -7.084907054901123, -0.2004447728395462, -1.3661600351333618]"
0,0,name,m,he,inScope,"Whenever John owns a cow, he beats it and also feeds it.",whenever,"Whenever|ĠJohn|Ġowns|Ġa|Ġcow|,|Ġhe|Ġbeats|Ġit|Ġand|Ġalso|Ġfeeds|Ġit|.","[-8.975828170776367, -9.876991271972656, -1.1307451725006104, -5.267027854919434, -0.46893495321273804, -0.9709463119506836, -8.036992073059082, -0.2390054315328598, -2.541391611099243, -7.5889201164245605, -3.0212395191192627, -0.0710601732134819, -1.3071247339248657]"
0,0,name,m,he,outScope,"Whenever John owns a cow, he beats it. He also feeds it.",whenever,"Whenever|ĠJohn|Ġowns|Ġa|Ġcow|,|Ġhe|Ġbeats|Ġit|.|ĠHe|Ġalso|Ġfeeds|Ġit|.","[-8.975828170776367, -9.876991271972656, -1.1307451725006104, -5.267027854919434, -0.46893495321273804, -0.9709463119506836, -8.036992073059082, -0.2390054315328598, -1.405493974685669, -2.838655471801758, -1.525686502456665, -6.609055519104004, -0.21949979662895203, -1.3796504735946655]"
0,0,name,m,he,inScope,"John owns a cow, and he beats it and also feeds it.",existential,"John|Ġowns|Ġa|Ġcow|,|Ġand|Ġhe|Ġbeats|Ġit|Ġand|Ġalso|Ġfeeds|Ġit|.","[-12.07075023651123, -1.099104642868042, -6.721630096435547, -1.775402545928955, -1.8818188905715942, -1.8803797960281372, -8.502281188964844, -0.3549756407737732, -3.6057896614074707, -7.061366081237793, -1.9404733180999756, -0.050165530294179916, -0.9883496761322021]"
0,0,name,m,he,outScope,"John owns a cow, and he beats it. He also feeds it.",existential,"John|Ġowns|Ġa|Ġcow|,|Ġand|Ġhe|Ġbeats|Ġit|.|ĠHe|Ġalso|Ġfeeds|Ġit|.","[-12.07075023651123, -1.099104642868042, -6.721630096435547, -1.775402545928955, -1.8818188905715942, -1.8803797960281372, -8.502281188964844, -0.3549756407737732, -2.3524155616760254, -1.54379141330719, -2.4625067710876465, -5.418677806854248, -0.16248269379138947, -1.566285490989685]"
0,0,name,m,it,inScope,"If John owns a cow, he beats it and it is a big one.",if,"If|ĠJohn|Ġowns|Ġa|Ġcow|,|Ġhe|Ġbeats|Ġit|Ġand|Ġit|Ġis|Ġa|Ġbig|Ġone|.","[-10.124678611755371, -8.588506698608398, -0.9756201505661011, -5.4170050621032715, -0.8558112382888794, -1.7352111339569092, -9.553958892822266, -0.8370584845542908, -2.5058698654174805, -1.9966480731964111, -4.602207660675049, -3.2095108032226562, -6.142269134521484, -3.3473458290100098, -1.1631698608398438]"
0,0,name,m,it,outScope,"If John owns a cow, he beats it. It is a big one.",if,"If|ĠJohn|Ġowns|Ġa|Ġcow|,|Ġhe|Ġbeats|Ġit|.|ĠIt|Ġis|Ġa|Ġbig|Ġone|.","[-10.124678611755371, -8.588506698608398, -0.9756201505661011, -5.4170050621032715, -0.8558112382888794, -1.7352111339569092, -9.553958892822266, -0.8370584845542908, -1.5402604341506958, -5.190732955932617, -1.6510467529296875, -2.168694019317627, -5.95427131652832, -4.086587429046631, -1.113837480545044]"
0,0,name,m,it,inScope,"Whenever John owns a cow, he beats it and it is a big one.",whenever,"Whenever|ĠJohn|Ġowns|Ġa|Ġcow|,|Ġhe|Ġbeats|Ġit|Ġand|Ġit|Ġis|Ġa|Ġbig|Ġone|.","[-8.975829124450684, -9.876993179321289, -1.1307404041290283, -5.267026901245117, -0.46893420815467834, -0.9709459543228149, -8.036993980407715, -0.23900045454502106, -2.5413780212402344, -2.7414956092834473, -3.8820013999938965, -3.7622814178466797, -5.99031400680542, -3.6260359287261963, -1.0023897886276245]"
0,0,name,m,it,outScope,"Whenever John owns a cow, he beats it. It is a big one.",whenever,"Whenever|ĠJohn|Ġowns|Ġa|Ġcow|,|Ġhe|Ġbeats|Ġit|.|ĠIt|Ġis|Ġa|Ġbig|Ġone|.","[-8.975829124450684, -9.876993179321289, -1.1307404041290283, -5.267026901245117, -0.46893420815467834, -0.9709459543228149, -8.036993980407715, -0.23900045454502106, -1.4054946899414062, -4.237090110778809, -1.4159858226776123, -2.7022929191589355, -6.457348823547363, -5.042670726776123, -1.1891028881072998]"
