frame,gender,sent,sentence_type,scope,tokens,logprobs
0,m,A farmer worked in the field before he dreamed of the harvest.,ext,inScope,A|Ġfarmer|Ġworked|Ġin|Ġthe|Ġfield|Ġbefore|Ġhe|Ġdreamed|Ġof|Ġthe|Ġharvest|.,"[-12.268556594848633, -7.683752536773682, -1.933992624282837, -0.8915661573410034, -0.8913655877113342, -6.705970764160156, -3.393686294555664, -9.406780242919922, -0.8611766695976257, -1.9113699197769165, -4.270028114318848, -1.2821508646011353]"
0,m,A farmer worked in the field. He dreamed of the harvest.,ext,outScope,A|Ġfarmer|Ġworked|Ġin|Ġthe|Ġfield|.|ĠHe|Ġdreamed|Ġof|Ġthe|Ġharvest|.,"[-12.268556594848633, -7.683752536773682, -1.933992624282837, -0.8915661573410034, -0.8913655877113342, -2.2507665157318115, -1.166276216506958, -7.77384614944458, -0.8195714354515076, -2.806056499481201, -3.7189924716949463, -1.1735261678695679]"
0,m,Every farmer worked in the field before he dreamed of the harvest.,uni,inScope,Every|Ġfarmer|Ġworked|Ġin|Ġthe|Ġfield|Ġbefore|Ġhe|Ġdreamed|Ġof|Ġthe|Ġharvest|.,"[-11.115594863891602, -8.995821952819824, -2.601872205734253, -1.0019596815109253, -1.9157321453094482, -5.537328720092773, -3.3683581352233887, -9.030692100524902, -0.6250841617584229, -2.4706249237060547, -3.043519973754883, -1.301337718963623]"
0,m,Every farmer worked in the field. He dreamed of the harvest.,uni,outScope,Every|Ġfarmer|Ġworked|Ġin|Ġthe|Ġfield|.|ĠHe|Ġdreamed|Ġof|Ġthe|Ġharvest|.,"[-11.115594863891602, -8.995821952819824, -2.601872205734253, -1.0019596815109253, -1.9157321453094482, -2.315749168395996, -3.7464098930358887, -8.03805160522461, -0.5093123316764832, -2.18180513381958, -3.212183952331543, -1.3597372770309448]"
0,m,No farmer worked in the field before he dreamed of the harvest.,no,inScope,No|Ġfarmer|Ġworked|Ġin|Ġthe|Ġfield|Ġbefore|Ġhe|Ġdreamed|Ġof|Ġthe|Ġharvest|.,"[-12.157449722290039, -8.409341812133789, -2.554255962371826, -0.8014169335365295, -1.9183950424194336, -4.880041122436523, -3.522765636444092, -8.419305801391602, -0.9082748293876648, -1.4930466413497925, -2.667415142059326, -1.6759250164031982]"
0,m,No farmer worked in the field. He dreamed of the harvest.,no,outScope,No|Ġfarmer|Ġworked|Ġin|Ġthe|Ġfield|.|ĠHe|Ġdreamed|Ġof|Ġthe|Ġharvest|.,"[-12.157449722290039, -8.409341812133789, -2.554255962371826, -0.8014169335365295, -1.9183950424194336, -2.3275134563446045, -3.808271646499634, -8.818894386291504, -0.740329384803772, -2.1096537113189697, -3.6957898139953613, -1.8274662494659424]"
0,f,A farmer worked in the field before she dreamed of the harvest.,ext,inScope,A|Ġfarmer|Ġworked|Ġin|Ġthe|Ġfield|Ġbefore|Ġshe|Ġdreamed|Ġof|Ġthe|Ġharvest|.,"[-12.268556594848633, -7.683752536773682, -1.933992624282837, -0.8915661573410034, -0.8913655877113342, -6.705970764160156, -6.452057838439941, -9.289289474487305, -0.9749956727027893, -1.9901678562164307, -4.768884658813477, -1.367424726486206]"
0,f,A farmer worked in the field. She dreamed of the harvest.,ext,outScope,A|Ġfarmer|Ġworked|Ġin|Ġthe|Ġfield|.|ĠShe|Ġdreamed|Ġof|Ġthe|Ġharvest|.,"[-12.268556594848633, -7.683752536773682, -1.933992624282837, -0.8915661573410034, -0.8913655877113342, -2.2507665157318115, -5.605116844177246, -7.577489852905273, -0.7299432754516602, -2.7289535999298096, -3.6159651279449463, -1.3175280094146729]"
0,f,Every farmer worked in the field before she dreamed of the harvest.,uni,inScope,Every|Ġfarmer|Ġworked|Ġin|Ġthe|Ġfield|Ġbefore|Ġshe|Ġdreamed|Ġof|Ġthe|Ġharvest|.,"[-11.115594863891602, -8.995821952819824, -2.601872205734253, -1.0019596815109253, -1.9157321453094482, -5.537328720092773, -6.873993396759033, -9.582279205322266, -0.774489164352417, -2.1772899627685547, -3.76615834236145, -1.2724448442459106]"
0,f,Every farmer worked in the field. She dreamed of the harvest.,uni,outScope,Every|Ġfarmer|Ġworked|Ġin|Ġthe|Ġfield|.|ĠShe|Ġdreamed|Ġof|Ġthe|Ġharvest|.,"[-11.115594863891602, -8.995821952819824, -2.601872205734253, -1.0019596815109253, -1.9157321453094482, -2.315749168395996, -5.651853084564209, -8.215787887573242, -0.43457573652267456, -2.451826572418213, -5.2862420082092285, -1.7645219564437866]"
0,f,No farmer worked in the field before she dreamed of the harvest.,no,inScope,No|Ġfarmer|Ġworked|Ġin|Ġthe|Ġfield|Ġbefore|Ġshe|Ġdreamed|Ġof|Ġthe|Ġharvest|.,"[-12.157449722290039, -8.409341812133789, -2.554255962371826, -0.8014169335365295, -1.9183950424194336, -4.880041122436523, -6.377931118011475, -8.81533145904541, -1.4670627117156982, -1.5503238439559937, -3.356631278991699, -1.8189194202423096]"
0,f,No farmer worked in the field. She dreamed of the harvest.,no,outScope,No|Ġfarmer|Ġworked|Ġin|Ġthe|Ġfield|.|ĠShe|Ġdreamed|Ġof|Ġthe|Ġharvest|.,"[-12.157449722290039, -8.409341812133789, -2.554255962371826, -0.8014169335365295, -1.9183950424194336, -2.3275134563446045, -5.6013946533203125, -8.987746238708496, -0.6534095406532288, -2.364065408706665, -4.826451301574707, -2.200247287750244]"
0,p,A farmer worked in the field before they dreamed of the harvest.,ext,inScope,A|Ġfarmer|Ġworked|Ġin|Ġthe|Ġfield|Ġbefore|Ġthey|Ġdreamed|Ġof|Ġthe|Ġharvest|.,"[-12.268556594848633, -7.683752536773682, -1.933992624282837, -0.8915661573410034, -0.8913655877113342, -6.705970764160156, -6.368649482727051, -9.566089630126953, -0.7798880934715271, -2.2826039791107178, -4.440084934234619, -1.3724762201309204]"
0,p,A farmer worked in the field. They dreamed of the harvest.,ext,outScope,A|Ġfarmer|Ġworked|Ġin|Ġthe|Ġfield|.|ĠThey|Ġdreamed|Ġof|Ġthe|Ġharvest|.,"[-12.268556594848633, -7.683752536773682, -1.933992624282837, -0.8915661573410034, -0.8913655877113342, -2.2507665157318115, -6.742968559265137, -8.74915599822998, -0.6049095988273621, -2.493612766265869, -3.8903849124908447, -1.3394545316696167]"
0,p,Every farmer worked in the field before they dreamed of the harvest.,uni,inScope,Every|Ġfarmer|Ġworked|Ġin|Ġthe|Ġfield|Ġbefore|Ġthey|Ġdreamed|Ġof|Ġthe|Ġharvest|.,"[-11.115594863891602, -8.995821952819824, -2.601872205734253, -1.0019596815109253, -1.9157321453094482, -5.537328720092773, -3.835522174835205, -9.642022132873535, -0.6370075941085815, -2.571167469024658, -3.0984389781951904, -1.2625823020935059]"
0,p,Every farmer worked in the field. They dreamed of the harvest.,uni,outScope,Every|Ġfarmer|Ġworked|Ġin|Ġthe|Ġfield|.|ĠThey|Ġdreamed|Ġof|Ġthe|Ġharvest|.,"[-11.115594863891602, -8.995821952819824, -2.601872205734253, -1.0019596815109253, -1.9157321453094482, -2.315749168395996, -2.412177562713623, -8.509672164916992, -0.4577283561229706, -2.0797672271728516, -2.9166102409362793, -1.4435415267944336]"
0,p,No farmer worked in the field before they dreamed of the harvest.,no,inScope,No|Ġfarmer|Ġworked|Ġin|Ġthe|Ġfield|Ġbefore|Ġthey|Ġdreamed|Ġof|Ġthe|Ġharvest|.,"[-12.157449722290039, -8.409341812133789, -2.554255962371826, -0.8014169335365295, -1.9183950424194336, -4.880041122436523, -4.356748104095459, -8.514266014099121, -1.2155325412750244, -1.549861192703247, -2.3827600479125977, -1.8204041719436646]"
0,p,No farmer worked in the field. They dreamed of the harvest.,no,outScope,No|Ġfarmer|Ġworked|Ġin|Ġthe|Ġfield|.|ĠThey|Ġdreamed|Ġof|Ġthe|Ġharvest|.,"[-12.157449722290039, -8.409341812133789, -2.554255962371826, -0.8014169335365295, -1.9183950424194336, -2.3275134563446045, -2.8900845050811768, -10.234827995300293, -0.6323137283325195, -1.9963080883026123, -3.3736796379089355, -1.936321496963501]"
1,m,A pirate sailed across the ocean before he laughed as the waves crashed around.,ext,inScope,A|Ġpirate|Ġsailed|Ġacross|Ġthe|Ġocean|Ġbefore|Ġhe|Ġlaughed|Ġas|Ġthe|Ġwaves|Ġcrashed|Ġaround|.,"[-13.41400146484375, -8.240629196166992, -3.250443458557129, -0.12295402586460114, -1.4427169561386108, -7.662050247192383, -2.621607542037964, -9.82897663116455, -5.2746500968933105, -2.068812370300293, -2.9834840297698975, -2.2618539333343506, -2.9515187740325928, -4.699367523193359]"
1,m,A pirate sailed across the ocean. He laughed as the waves crashed around.,ext,outScope,A|Ġpirate|Ġsailed|Ġacross|Ġthe|Ġocean|.|ĠHe|Ġlaughed|Ġas|Ġthe|Ġwaves|Ġcrashed|Ġaround|.,"[-13.41400146484375, -8.240629196166992, -3.250443458557129, -0.12295402586460114, -1.4427169561386108, -2.7525148391723633, -1.1618907451629639, -8.940155029296875, -2.630892276763916, -1.622809648513794, -1.8035480976104736, -1.1345734596252441, -2.0121984481811523, -6.506897449493408]"
1,m,Every pirate sailed across the ocean before he laughed as the waves crashed around.,uni,inScope,Every|Ġpirate|Ġsailed|Ġacross|Ġthe|Ġocean|Ġbefore|Ġhe|Ġlaughed|Ġas|Ġthe|Ġwaves|Ġcrashed|Ġaround|.,"[-12.264167785644531, -8.729874610900879, -5.890535354614258, -0.25523823499679565, -1.8440632820129395, -6.584715366363525, -3.044525623321533, -10.158348083496094, -5.50067663192749, -2.474858283996582, -2.936248540878296, -2.3689372539520264, -3.1787338256835938, -5.180654525756836]"
1,m,Every pirate sailed across the ocean. He laughed as the waves crashed around.,uni,outScope,Every|Ġpirate|Ġsailed|Ġacross|Ġthe|Ġocean|.|ĠHe|Ġlaughed|Ġas|Ġthe|Ġwaves|Ġcrashed|Ġaround|.,"[-12.264167785644531, -8.729874610900879, -5.890535354614258, -0.25523823499679565, -1.8440632820129395, -3.1544785499572754, -3.011192798614502, -7.682186126708984, -2.9464833736419678, -1.463071346282959, -1.7598650455474854, -1.3870127201080322, -2.293001174926758, -5.547301292419434]"
1,m,No pirate sailed across the ocean before he laughed as the waves crashed around.,no,inScope,No|Ġpirate|Ġsailed|Ġacross|Ġthe|Ġocean|Ġbefore|Ġhe|Ġlaughed|Ġas|Ġthe|Ġwaves|Ġcrashed|Ġaround|.,"[-12.272760391235352, -8.881980895996094, -4.661619186401367, -0.37183305621147156, -2.2279860973358154, -5.779420852661133, -3.4978673458099365, -8.831902503967285, -5.457369327545166, -2.9752514362335205, -2.372312068939209, -2.405247926712036, -2.8823964595794678, -6.2507219314575195]"
1,m,No pirate sailed across the ocean. He laughed as the waves crashed around.,no,outScope,No|Ġpirate|Ġsailed|Ġacross|Ġthe|Ġocean|.|ĠHe|Ġlaughed|Ġas|Ġthe|Ġwaves|Ġcrashed|Ġaround|.,"[-12.272760391235352, -8.881980895996094, -4.661619186401367, -0.37183305621147156, -2.2279860973358154, -3.586405038833618, -3.272646188735962, -8.468755722045898, -3.555039167404175, -2.5790579319000244, -3.7366509437561035, -1.570131778717041, -2.3285531997680664, -6.1228742599487305]"
1,f,A pirate sailed across the ocean before she laughed as the waves crashed around.,ext,inScope,A|Ġpirate|Ġsailed|Ġacross|Ġthe|Ġocean|Ġbefore|Ġshe|Ġlaughed|Ġas|Ġthe|Ġwaves|Ġcrashed|Ġaround|.,"[-13.41400146484375, -8.240629196166992, -3.250443458557129, -0.12295402586460114, -1.4427169561386108, -7.662050247192383, -5.793828964233398, -9.578603744506836, -5.145752906799316, -2.2950735092163086, -2.7280466556549072, -1.9465081691741943, -2.690234899520874, -4.854079723358154]"
1,f,A pirate sailed across the ocean. She laughed as the waves crashed around.,ext,outScope,A|Ġpirate|Ġsailed|Ġacross|Ġthe|Ġocean|.|ĠShe|Ġlaughed|Ġas|Ġthe|Ġwaves|Ġcrashed|Ġaround|.,"[-13.41400146484375, -8.240629196166992, -3.250443458557129, -0.12295402586460114, -1.4427169561386108, -2.7525148391723633, -4.498462677001953, -8.654231071472168, -2.628006935119629, -0.9898430109024048, -1.6428625583648682, -1.1256239414215088, -1.8144186735153198, -6.659404754638672]"
1,f,Every pirate sailed across the ocean before she laughed as the waves crashed around.,uni,inScope,Every|Ġpirate|Ġsailed|Ġacross|Ġthe|Ġocean|Ġbefore|Ġshe|Ġlaughed|Ġas|Ġthe|Ġwaves|Ġcrashed|Ġaround|.,"[-12.264167785644531, -8.729874610900879, -5.890535354614258, -0.25523823499679565, -1.8440632820129395, -6.584715366363525, -6.604136943817139, -9.638094902038574, -5.196389675140381, -2.2040348052978516, -2.549546480178833, -1.950792908668518, -2.788421869277954, -5.197752475738525]"
1,f,Every pirate sailed across the ocean. She laughed as the waves crashed around.,uni,outScope,Every|Ġpirate|Ġsailed|Ġacross|Ġthe|Ġocean|.|ĠShe|Ġlaughed|Ġas|Ġthe|Ġwaves|Ġcrashed|Ġaround|.,"[-12.264167785644531, -8.729874610900879, -5.890535354614258, -0.25523823499679565, -1.8440632820129395, -3.1544785499572754, -5.213682651519775, -6.33815860748291, -3.1293678283691406, -2.144831895828247, -2.0722153186798096, -1.6066545248031616, -2.0985543727874756, -5.906982898712158]"
1,f,No pirate sailed across the ocean before she laughed as the waves crashed around.,no,inScope,No|Ġpirate|Ġsailed|Ġacross|Ġthe|Ġocean|Ġbefore|Ġshe|Ġlaughed|Ġas|Ġthe|Ġwaves|Ġcrashed|Ġaround|.,"[-12.272760391235352, -8.881980895996094, -4.661619186401367, -0.37183305621147156, -2.2279860973358154, -5.779420852661133, -6.733294486999512, -9.453483581542969, -5.229311943054199, -2.73392653465271, -2.6976728439331055, -2.1287384033203125, -2.5448508262634277, -6.065024375915527]"
1,f,No pirate sailed across the ocean. She laughed as the waves crashed around.,no,outScope,No|Ġpirate|Ġsailed|Ġacross|Ġthe|Ġocean|.|ĠShe|Ġlaughed|Ġas|Ġthe|Ġwaves|Ġcrashed|Ġaround|.,"[-12.272760391235352, -8.881980895996094, -4.661619186401367, -0.37183305621147156, -2.2279860973358154, -3.586405038833618, -4.686944961547852, -8.245133399963379, -3.4966859817504883, -2.6616663932800293, -4.532193660736084, -1.8227708339691162, -2.243734121322632, -6.143842697143555]"
1,p,A pirate sailed across the ocean before they laughed as the waves crashed around.,ext,inScope,A|Ġpirate|Ġsailed|Ġacross|Ġthe|Ġocean|Ġbefore|Ġthey|Ġlaughed|Ġas|Ġthe|Ġwaves|Ġcrashed|Ġaround|.,"[-13.41400146484375, -8.240629196166992, -3.250443458557129, -0.12295402586460114, -1.4427169561386108, -7.662050247192383, -4.130213737487793, -9.441142082214355, -5.30166482925415, -2.307966709136963, -3.400155782699585, -1.9967517852783203, -2.936434507369995, -4.03988790512085]"
1,p,A pirate sailed across the ocean. They laughed as the waves crashed around.,ext,outScope,A|Ġpirate|Ġsailed|Ġacross|Ġthe|Ġocean|.|ĠThey|Ġlaughed|Ġas|Ġthe|Ġwaves|Ġcrashed|Ġaround|.,"[-13.41400146484375, -8.240629196166992, -3.250443458557129, -0.12295402586460114, -1.4427169561386108, -2.7525148391723633, -5.651670455932617, -9.180198669433594, -3.359344720840454, -2.1742405891418457, -2.4000909328460693, -1.2896984815597534, -2.199629306793213, -4.687076568603516]"
1,p,Every pirate sailed across the ocean before they laughed as the waves crashed around.,uni,inScope,Every|Ġpirate|Ġsailed|Ġacross|Ġthe|Ġocean|Ġbefore|Ġthey|Ġlaughed|Ġas|Ġthe|Ġwaves|Ġcrashed|Ġaround|.,"[-12.264167785644531, -8.729874610900879, -5.890535354614258, -0.25523823499679565, -1.8440632820129395, -6.584715366363525, -2.872321605682373, -10.375513076782227, -5.4057536125183105, -2.008420944213867, -3.3231754302978516, -1.907340407371521, -3.0561609268188477, -4.713573455810547]"
1,p,Every pirate sailed across the ocean. They laughed as the waves crashed around.,uni,outScope,Every|Ġpirate|Ġsailed|Ġacross|Ġthe|Ġocean|.|ĠThey|Ġlaughed|Ġas|Ġthe|Ġwaves|Ġcrashed|Ġaround|.,"[-12.264167785644531, -8.729874610900879, -5.890535354614258, -0.25523823499679565, -1.8440632820129395, -3.1544785499572754, -2.7099032402038574, -8.26270580291748, -3.2987425327301025, -1.9180546998977661, -2.274608612060547, -1.398460030555725, -2.330760955810547, -5.226129531860352]"
1,p,No pirate sailed across the ocean before they laughed as the waves crashed around.,no,inScope,No|Ġpirate|Ġsailed|Ġacross|Ġthe|Ġocean|Ġbefore|Ġthey|Ġlaughed|Ġas|Ġthe|Ġwaves|Ġcrashed|Ġaround|.,"[-12.272760391235352, -8.881980895996094, -4.661619186401367, -0.37183305621147156, -2.2279860973358154, -5.779420852661133, -3.7654483318328857, -9.417681694030762, -5.222359657287598, -2.664384365081787, -2.5396511554718018, -1.9349886178970337, -2.8935108184814453, -5.43608283996582]"
1,p,No pirate sailed across the ocean. They laughed as the waves crashed around.,no,outScope,No|Ġpirate|Ġsailed|Ġacross|Ġthe|Ġocean|.|ĠThey|Ġlaughed|Ġas|Ġthe|Ġwaves|Ġcrashed|Ġaround|.,"[-12.272760391235352, -8.881980895996094, -4.661619186401367, -0.37183305621147156, -2.2279860973358154, -3.586405038833618, -2.8687994480133057, -8.726933479309082, -3.820328712463379, -2.51322340965271, -3.7910547256469727, -1.610119342803955, -2.683346748352051, -5.350062847137451]"
2,m,A kid played in the park before he shouted with joy.,ext,inScope,A|Ġkid|Ġplayed|Ġin|Ġthe|Ġpark|Ġbefore|Ġhe|Ġshouted|Ġwith|Ġjoy|.,"[-11.066980361938477, -8.014867782592773, -3.4048092365264893, -0.6448972821235657, -3.6789023876190186, -5.546270370483398, -3.529947280883789, -9.591794967651367, -4.965680122375488, -1.6052860021591187, -1.9029051065444946]"
2,m,A kid played in the park. He shouted with joy.,ext,outScope,A|Ġkid|Ġplayed|Ġin|Ġthe|Ġpark|.|ĠHe|Ġshouted|Ġwith|Ġjoy|.,"[-11.066980361938477, -8.014867782592773, -3.4048092365264893, -0.6448972821235657, -3.6789023876190186, -2.1960465908050537, -2.286813259124756, -6.531438827514648, -3.524667739868164, -0.9773550033569336, -1.4475538730621338]"
