frame,gender,sent,subject,sentence_type,tokens,logprobs,slor_nofirst
0,m,"Either there was no treasure, or it was guarded by the dragon.",def,disjunction_eitheror,"Either|Ġthere|Ġwas|Ġno|Ġtreasure|,|Ġor|Ġit|Ġwas|Ġguarded|Ġby|Ġthe|Ġdragon|.","[-7.292629241943359, -2.752854347229004, -1.6128089427947998, -9.949270248413086, -1.4596909284591675, -0.445065975189209, -2.6573591232299805, -0.3551502525806427, -4.43010139465332, -0.49506229162216187, -2.3357372283935547, -4.686037063598633, -1.42629873752594]",3.668394526433943
0,m,"Either there was a treasure, or it was guarded by the dragon.",def,disjunction_eitheror_pos,"Either|Ġthere|Ġwas|Ġa|Ġtreasure|,|Ġor|Ġit|Ġwas|Ġguarded|Ġby|Ġthe|Ġdragon|.","[-7.292629241943359, -2.752854347229004, -1.081139326095581, -9.067206382751465, -2.328969955444336, -0.33384352922439575, -2.911618709564209, -0.39330121874809265, -7.588598251342773, -0.3173025846481323, -2.3316874504089355, -4.88069486618042, -1.1873631477355957]",3.2530694303556933
0,m,"There was no treasure, or it was guarded by the dragon.",def,disjunction_or,"There|Ġwas|Ġno|Ġtreasure|,|Ġor|Ġit|Ġwas|Ġguarded|Ġby|Ġthe|Ġdragon|.","[-5.430062294006348, -1.632673978805542, -10.564377784729004, -2.010666847229004, -4.610833168029785, -4.813664436340332, -0.3517495393753052, -5.309033393859863, -0.94882732629776, -2.008833646774292, -5.018575668334961, -1.342669129371643]",3.071936379716577
0,m,"There was no treasure, and it was guarded by the dragon.",def,conjunction,"There|Ġwas|Ġno|Ġtreasure|,|Ġand|Ġit|Ġwas|Ġguarded|Ġby|Ġthe|Ġdragon|.","[-5.430062294006348, -1.632673978805542, -10.564377784729004, -2.010666847229004, -2.1473588943481445, -3.342897415161133, -0.5998650789260864, -9.117865562438965, -0.4383082091808319, -2.180582284927368, -5.342254161834717, -1.159704566001892]",2.9113769297488994
0,f,"Either there was no treasure, or it was guarded by the dragon.",def,disjunction_eitheror,"Either|Ġthere|Ġwas|Ġno|Ġtreasure|,|Ġor|Ġit|Ġwas|Ġguarded|Ġby|Ġthe|Ġdragon|.","[-7.292629241943359, -2.752854347229004, -1.6128089427947998, -9.949270248413086, -1.4596909284591675, -0.445065975189209, -2.6573591232299805, -0.3551502525806427, -4.43010139465332, -0.49506229162216187, -2.3357372283935547, -4.686037063598633, -1.42629873752594]",3.668394526433943
0,f,"Either there was a treasure, or it was guarded by the dragon.",def,disjunction_eitheror_pos,"Either|Ġthere|Ġwas|Ġa|Ġtreasure|,|Ġor|Ġit|Ġwas|Ġguarded|Ġby|Ġthe|Ġdragon|.","[-7.292629241943359, -2.752854347229004, -1.081139326095581, -9.067206382751465, -2.328969955444336, -0.33384352922439575, -2.911618709564209, -0.39330121874809265, -7.588598251342773, -0.3173025846481323, -2.3316874504089355, -4.88069486618042, -1.1873631477355957]",3.2530694303556933
0,f,"There was no treasure, or it was guarded by the dragon.",def,disjunction_or,"There|Ġwas|Ġno|Ġtreasure|,|Ġor|Ġit|Ġwas|Ġguarded|Ġby|Ġthe|Ġdragon|.","[-5.430062294006348, -1.632673978805542, -10.564377784729004, -2.010666847229004, -4.610833168029785, -4.813664436340332, -0.3517495393753052, -5.309033393859863, -0.94882732629776, -2.008833646774292, -5.018575668334961, -1.342669129371643]",3.071936379716577
0,f,"There was no treasure, and it was guarded by the dragon.",def,conjunction,"There|Ġwas|Ġno|Ġtreasure|,|Ġand|Ġit|Ġwas|Ġguarded|Ġby|Ġthe|Ġdragon|.","[-5.430062294006348, -1.632673978805542, -10.564377784729004, -2.010666847229004, -2.1473588943481445, -3.342897415161133, -0.5998650789260864, -9.117865562438965, -0.4383082091808319, -2.180582284927368, -5.342254161834717, -1.159704566001892]",2.9113769297488994
1,m,"Either there was no manuscript, or it was hid by the librarian.",def,disjunction_eitheror,"Either|Ġthere|Ġwas|Ġno|Ġmanuscript|,|Ġor|Ġit|Ġwas|Ġhid|Ġby|Ġthe|Ġlibrarian|.","[-7.292629241943359, -2.752854347229004, -1.6128089427947998, -10.557680130004883, -2.0218491554260254, -0.6095841526985168, -2.4626126289367676, -0.4452274441719055, -10.751087188720703, -2.662179708480835, -1.1973813772201538, -7.3148956298828125, -1.8787626028060913]",2.914207261333035
1,m,"Either there was a manuscript, or it was hid by the librarian.",def,disjunction_eitheror_pos,"Either|Ġthere|Ġwas|Ġa|Ġmanuscript|,|Ġor|Ġit|Ġwas|Ġhid|Ġby|Ġthe|Ġlibrarian|.","[-7.292629241943359, -2.752854347229004, -1.081139326095581, -10.081293106079102, -2.8661866188049316, -0.7896380424499512, -3.2798688411712646, -0.5234694480895996, -10.872095108032227, -3.127183437347412, -1.3888914585113525, -7.959973335266113, -1.9510244131088257]",2.5113782469371384
1,m,"There was no manuscript, or it was hid by the librarian.",def,disjunction_or,"There|Ġwas|Ġno|Ġmanuscript|,|Ġor|Ġit|Ġwas|Ġhid|Ġby|Ġthe|Ġlibrarian|.","[-5.430062294006348, -1.632673978805542, -11.241495132446289, -2.7009973526000977, -4.141836166381836, -5.480478286743164, -0.45632249116897583, -10.226236343383789, -3.097738742828369, -1.1832541227340698, -7.43955135345459, -1.7789855003356934]",2.3293853611029327
1,m,"There was no manuscript, and it was hid by the librarian.",def,conjunction,"There|Ġwas|Ġno|Ġmanuscript|,|Ġand|Ġit|Ġwas|Ġhid|Ġby|Ġthe|Ġlibrarian|.","[-5.430062294006348, -1.632673978805542, -11.241495132446289, -2.7009973526000977, -2.2096517086029053, -3.3357362747192383, -0.7752810120582581, -13.258810997009277, -3.0753490924835205, -1.2420746088027954, -7.69555139541626, -1.903615117073059]",2.1882411332436207
