frame,pred,subj,gender,cont,scope,sent,sentence_type,tokens,logprobs
0,0,name,m,he,inScope,Every farmer who owns a cow beats it and also feeds it.,every,Every| farmer| who| owns| a| cow| beats| it| and| also| feeds| it|.,"[-10.915541, -3.4234219, -3.8335013, -0.8169396, -2.7328649, -11.6371155, -3.1242967, -3.1472695, -7.036545, -4.474197, -0.19851452, -2.2521782]"
0,0,name,m,he,outScope,Every farmer who owns a cow beats it. He also feeds it.,every,Every| farmer| who| owns| a| cow| beats| it|.| He| also| feeds| it|.,"[-10.915541, -3.4234219, -3.8335013, -0.8169396, -2.7328649, -11.6371155, -3.1242967, -2.4149888, -3.4697297, -4.955369, -4.12918, -0.21207005, -1.7772146]"
0,0,name,m,it,inScope,Every farmer who owns a cow beats it and it is a big one.,every,Every| farmer| who| owns| a| cow| beats| it| and| it| is| a| big| one|.,"[-10.915541, -3.4234219, -3.8335013, -0.8169396, -2.7328649, -11.6371155, -3.1242967, -3.1472695, -3.8537397, -1.9360422, -2.1855175, -4.9281626, -5.77759, -1.0240806]"
0,0,name,m,it,outScope,Every farmer who owns a cow beats it. It is a big one.,every,Every| farmer| who| owns| a| cow| beats| it|.| It| is| a| big| one|.,"[-10.915541, -3.4234219, -3.8335013, -0.8169396, -2.7328649, -11.6371155, -3.1242967, -2.4149888, -2.7421162, -1.2903117, -1.6821413, -6.766103, -7.132742, -1.1022602]"
0,0,name,f,he,inScope,Every farmer who owns a cow beats it and also feeds it.,every,Every| farmer| who| owns| a| cow| beats| it| and| also| feeds| it|.,"[-10.915541, -3.4234219, -3.8335013, -0.8169396, -2.7328649, -11.6371155, -3.1242967, -3.1472695, -7.036545, -4.474197, -0.19851452, -2.2521782]"
0,0,name,f,he,outScope,Every farmer who owns a cow beats it. She also feeds it.,every,Every| farmer| who| owns| a| cow| beats| it|.| She| also| feeds| it|.,"[-10.915541, -3.4234219, -3.8335013, -0.8169396, -2.7328649, -11.6371155, -3.1242967, -2.4149888, -5.196452, -5.5422325, -5.4191084, -0.49380872, -2.3677738]"
0,0,name,f,it,inScope,Every farmer who owns a cow beats it and it is a big one.,every,Every| farmer| who| owns| a| cow| beats| it| and| it| is| a| big| one|.,"[-10.915541, -3.4234219, -3.8335013, -0.8169396, -2.7328649, -11.6371155, -3.1242967, -3.1472695, -3.8537397, -1.9360422, -2.1855175, -4.9281626, -5.77759, -1.0240806]"
0,0,name,f,it,outScope,Every farmer who owns a cow beats it. It is a big one.,every,Every| farmer| who| owns| a| cow| beats| it|.| It| is| a| big| one|.,"[-10.915541, -3.4234219, -3.8335013, -0.8169396, -2.7328649, -11.6371155, -3.1242967, -2.4149888, -2.7421162, -1.2903117, -1.6821413, -6.766103, -7.132742, -1.1022602]"
0,0,def,m,he,inScope,"If the farmer owns a cow, he beats it and also feeds it.",if,"If| the| farmer| owns| a| cow|,| he| beats| it| and| also| feeds| it|.","[-2.9958491, -8.907265, -5.6733446, -2.3306274, -3.9856703, -0.6887571, -1.3799555, -9.395142, -1.0410446, -2.7037349, -6.4677877, -4.731329, -0.20287462, -2.0823047]"
0,0,def,m,he,outScope,"If the farmer owns a cow, he beats it. He also feeds it.",if,"If| the| farmer| owns| a| cow|,| he| beats| it|.| He| also| feeds| it|.","[-2.9958491, -8.907265, -5.6733446, -2.3306274, -3.9856703, -0.6887571, -1.3799555, -9.395142, -1.0410446, -2.2032475, -2.3648052, -4.096311, -4.7017956, -0.2990368, -1.9214652]"
0,0,def,m,he,inScope,"Whenever the farmer owns a cow, he beats it and also feeds it.",whenever,"Whenever| the| farmer| owns| a| cow|,| he| beats| it| and| also| feeds| it|.","[-3.4545345, -8.769802, -6.960685, -1.8259542, -3.8624256, -0.655225, -0.9638074, -8.037873, -1.2287992, -2.6864262, -5.6826696, -4.9584136, -0.16275859, -2.4887557]"
0,0,def,m,he,outScope,"Whenever the farmer owns a cow, he beats it. He also feeds it.",whenever,"Whenever| the| farmer| owns| a| cow|,| he| beats| it|.| He| also| feeds| it|.","[-3.4545345, -8.769802, -6.960685, -1.8259542, -3.8624256, -0.655225, -0.9638074, -8.037873, -1.2287992, -2.1855202, -2.3362293, -4.204162, -4.886242, -0.27193975, -2.5036104]"
0,0,def,m,he,inScope,"The farmer owns a cow, and he beats it and also feeds it.",existential,"The| farmer| owns| a| cow|,| and| he| beats| it| and| also| feeds| it|.","[-10.141602, -6.6090717, -2.0216467, -4.113205, -1.5603949, -1.6867949, -2.2862086, -8.381894, -1.1657487, -3.187996, -7.1973686, -5.2301607, -0.08867725, -2.3099678]"
0,0,def,m,he,outScope,"The farmer owns a cow, and he beats it. He also feeds it.",existential,"The| farmer| owns| a| cow|,| and| he| beats| it|.| He| also| feeds| it|.","[-10.141602, -6.6090717, -2.0216467, -4.113205, -1.5603949, -1.6867949, -2.2862086, -8.381894, -1.1657487, -1.9222031, -1.7398098, -3.2838154, -3.901843, -0.18833348, -2.3156216]"
0,0,def,m,it,inScope,"If the farmer owns a cow, he beats it and it is a big one.",if,"If| the| farmer| owns| a| cow|,| he| beats| it| and| it| is| a| big| one|.","[-2.9955597, -8.907001, -5.6734123, -2.3308306, -3.985819, -0.68806267, -1.3797204, -9.39676, -1.0421463, -2.7025476, -3.3132539, -3.250101, -2.796403, -4.768137, -5.2630343, -0.82688093]"
0,0,def,m,it,outScope,"If the farmer owns a cow, he beats it. It is a big one.",if,"If| the| farmer| owns| a| cow|,| he| beats| it|.| It| is| a| big| one|.","[-2.9955597, -8.907001, -5.6734123, -2.3308306, -3.985819, -0.68806267, -1.3797204, -9.39676, -1.0421463, -2.2036138, -3.755703, -1.3188837, -1.9569447, -6.329892, -6.5276823, -1.0266385]"
0,0,def,m,it,inScope,"Whenever the farmer owns a cow, he beats it and it is a big one.",whenever,"Whenever| the| farmer| owns| a| cow|,| he| beats| it| and| it| is| a| big| one|.","[-3.4549785, -8.769815, -6.960841, -1.8251526, -3.8633957, -0.65467453, -0.9642728, -8.039247, -1.2266449, -2.6872866, -3.7417312, -2.4534457, -2.7677808, -5.088351, -5.575467, -0.8708532]"
0,0,def,m,it,outScope,"Whenever the farmer owns a cow, he beats it. It is a big one.",whenever,"Whenever| the| farmer| owns| a| cow|,| he| beats| it|.| It| is| a| big| one|.","[-3.4549785, -8.769815, -6.960841, -1.8251526, -3.8633957, -0.65467453, -0.9642728, -8.039247, -1.2266449, -2.1849577, -3.6031392, -0.89983684, -2.0184727, -6.8003263, -6.6964216, -1.1447456]"
0,0,def,m,it,inScope,"The farmer owns a cow, and he beats it and it is a big one.",existential,"The| farmer| owns| a| cow|,| and| he| beats| it| and| it| is| a| big| one|.","[-10.141305, -6.609664, -2.0220666, -4.115628, -1.5604149, -1.6874609, -2.2864535, -8.381804, -1.1661794, -3.1866326, -2.9075756, -3.5254562, -2.7086031, -4.0910373, -5.487445, -0.7324823]"
0,0,def,m,it,outScope,"The farmer owns a cow, and he beats it. It is a big one.",existential,"The| farmer| owns| a| cow|,| and| he| beats| it|.| It| is| a| big| one|.","[-10.141305, -6.609664, -2.0220666, -4.115628, -1.5604149, -1.6874609, -2.2864535, -8.381804, -1.1661794, -1.924336, -3.2377477, -1.8834007, -2.0209153, -4.6702976, -5.2671847, -1.0903461]"
0,0,def,f,he,inScope,"If the farmer owns a cow, she beats it and also feeds it.",if,"If| the| farmer| owns| a| cow|,| she| beats| it| and| also| feeds| it|.","[-2.9958491, -8.907265, -5.6733446, -2.3306274, -3.9856703, -0.6887571, -2.8726761, -9.6591625, -1.1737571, -2.8070505, -6.4495153, -4.548498, -0.22674556, -2.5205836]"
0,0,def,f,he,outScope,"If the farmer owns a cow, she beats it. She also feeds it.",if,"If| the| farmer| owns| a| cow|,| she| beats| it|.| She| also| feeds| it|.","[-2.9958491, -8.907265, -5.6733446, -2.3306274, -3.9856703, -0.6887571, -2.8726761, -9.6591625, -1.1737571, -2.3420513, -2.1647227, -3.5939121, -4.7173, -0.40579408, -2.3436313]"
0,0,def,f,he,inScope,"Whenever the farmer owns a cow, she beats it and also feeds it.",whenever,"Whenever| the| farmer| owns| a| cow|,| she| beats| it| and| also| feeds| it|.","[-3.4545345, -8.769802, -6.960685, -1.8259542, -3.8624256, -0.655225, -3.4397519, -8.490747, -1.1908991, -2.8026478, -5.8295164, -4.7805576, -0.18811622, -2.7547593]"
0,0,def,f,he,outScope,"Whenever the farmer owns a cow, she beats it. She also feeds it.",whenever,"Whenever| the| farmer| owns| a| cow|,| she| beats| it|.| She| also| feeds| it|.","[-3.4545345, -8.769802, -6.960685, -1.8259542, -3.8624256, -0.655225, -3.4397519, -8.490747, -1.1908991, -2.3073494, -2.197757, -3.8735018, -4.787279, -0.3095808, -3.0451274]"
0,0,def,f,he,inScope,"The farmer owns a cow, and she beats it and also feeds it.",existential,"The| farmer| owns| a| cow|,| and| she| beats| it| and| also| feeds| it|.","[-10.141602, -6.6090717, -2.0216467, -4.113205, -1.5603949, -1.6867949, -3.6304288, -9.384322, -2.5526247, -3.3790889, -7.030503, -5.502803, -0.18475635, -2.0704165]"
0,0,def,f,he,outScope,"The farmer owns a cow, and she beats it. She also feeds it.",existential,"The| farmer| owns| a| cow|,| and| she| beats| it|.| She| also| feeds| it|.","[-10.141602, -6.6090717, -2.0216467, -4.113205, -1.5603949, -1.6867949, -3.6304288, -9.384322, -2.5526247, -2.1620193, -2.6967087, -3.4580789, -4.2191567, -0.28356063, -2.6201906]"
0,0,def,f,it,inScope,"If the farmer owns a cow, she beats it and it is a big one.",if,"If| the| farmer| owns| a| cow|,| she| beats| it| and| it| is| a| big| one|.","[-2.9955597, -8.907001, -5.6734123, -2.3308306, -3.985819, -0.68806267, -2.870694, -9.659042, -1.174579, -2.806994, -3.3902295, -3.0396152, -2.819965, -4.404359, -5.174268, -0.8503765]"
0,0,def,f,it,outScope,"If the farmer owns a cow, she beats it. It is a big one.",if,"If| the| farmer| owns| a| cow|,| she| beats| it|.| It| is| a| big| one|.","[-2.9955597, -8.907001, -5.6734123, -2.3308306, -3.985819, -0.68806267, -2.870694, -9.659042, -1.174579, -2.3409142, -3.7909496, -1.4089398, -1.9501973, -6.108253, -6.242402, -1.1093315]"
0,0,def,f,it,inScope,"Whenever the farmer owns a cow, she beats it and it is a big one.",whenever,"Whenever| the| farmer| owns| a| cow|,| she| beats| it| and| it| is| a| big| one|.","[-3.4549785, -8.769815, -6.960841, -1.8251526, -3.8633957, -0.65467453, -3.4402697, -8.490188, -1.1902747, -2.8031597, -3.7779517, -2.3534133, -2.6584733, -4.842328, -5.554169, -0.906774]"
0,0,def,f,it,outScope,"Whenever the farmer owns a cow, she beats it. It is a big one.",whenever,"Whenever| the| farmer| owns| a| cow|,| she| beats| it|.| It| is| a| big| one|.","[-3.4549785, -8.769815, -6.960841, -1.8251526, -3.8633957, -0.65467453, -3.4402697, -8.490188, -1.1902747, -2.30789, -3.5274382, -1.0575683, -1.9232045, -6.7710233, -6.1572766, -1.2953684]"
0,0,def,f,it,inScope,"The farmer owns a cow, and she beats it and it is a big one.",existential,"The| farmer| owns| a| cow|,| and| she| beats| it| and| it| is| a| big| one|.","[-10.141305, -6.609664, -2.0220666, -4.115628, -1.5604149, -1.6874609, -3.628651, -9.384688, -2.5558395, -3.3776736, -3.2086315, -3.3357193, -2.7522914, -3.8680372, -5.5809917, -0.7118702]"
0,0,def,f,it,outScope,"The farmer owns a cow, and she beats it. It is a big one.",existential,"The| farmer| owns| a| cow|,| and| she| beats| it|.| It| is| a| big| one|.","[-10.141305, -6.609664, -2.0220666, -4.115628, -1.5604149, -1.6874609, -3.628651, -9.384688, -2.5558395, -2.1625, -3.6684866, -1.5836731, -2.0972157, -4.675401, -5.008382, -1.1568601]"
0,1,name,m,he,inScope,Every farmer who owns a cow beats it and also sells it.,every,Every| farmer| who| owns| a| cow| beats| it| and| also| sells| it|.,"[-10.915541, -3.4234219, -3.8335013, -0.8169396, -2.7328649, -11.6371155, -3.1242967, -3.1472695, -7.036545, -4.608749, -0.38614452, -1.5519019]"
0,1,name,m,he,outScope,Every farmer who owns a cow beats it. He also sells it.,every,Every| farmer| who| owns| a| cow| beats| it|.| He| also| sells| it|.,"[-10.915541, -3.4234219, -3.8335013, -0.8169396, -2.7328649, -11.6371155, -3.1242967, -2.4149888, -3.4697297, -4.955369, -4.0300922, -0.4788728, -1.4211547]"
0,1,name,m,it,inScope,Every farmer who owns a cow beats it and it is a healthy one.,every,Every| farmer| who| owns| a| cow| beats| it| and| it| is| a| healthy| one|.,"[-10.915541, -3.4234219, -3.8335013, -0.8169396, -2.7328649, -11.6371155, -3.1242967, -3.1472695, -3.8537397, -1.9360422, -2.1855175, -4.7955036, -4.7944317, -0.96224874]"
0,1,name,m,it,outScope,Every farmer who owns a cow beats it. It is a healthy one.,every,Every| farmer| who| owns| a| cow| beats| it|.| It| is| a| healthy| one|.,"[-10.915541, -3.4234219, -3.8335013, -0.8169396, -2.7328649, -11.6371155, -3.1242967, -2.4149888, -2.7421162, -1.2903117, -1.6821413, -6.1559134, -6.8821077, -1.3691174]"
0,1,name,f,he,inScope,Every farmer who owns a cow beats it and also sells it.,every,Every| farmer| who| owns| a| cow| beats| it| and| also| sells| it|.,"[-10.915541, -3.4234219, -3.8335013, -0.8169396, -2.7328649, -11.6371155, -3.1242967, -3.1472695, -7.036545, -4.608749, -0.38614452, -1.5519019]"
0,1,name,f,he,outScope,Every farmer who owns a cow beats it. She also sells it.,every,Every| farmer| who| owns| a| cow| beats| it|.| She| also| sells| it|.,"[-10.915541, -3.4234219, -3.8335013, -0.8169396, -2.7328649, -11.6371155, -3.1242967, -2.4149888, -5.196452, -5.5422325, -4.890009, -1.6137778, -1.7559942]"
0,1,name,f,it,inScope,Every farmer who owns a cow beats it and it is a healthy one.,every,Every| farmer| who| owns| a| cow| beats| it| and| it| is| a| healthy| one|.,"[-10.915541, -3.4234219, -3.8335013, -0.8169396, -2.7328649, -11.6371155, -3.1242967, -3.1472695, -3.8537397, -1.9360422, -2.1855175, -4.7955036, -4.7944317, -0.96224874]"
0,1,name,f,it,outScope,Every farmer who owns a cow beats it. It is a healthy one.,every,Every| farmer| who| owns| a| cow| beats| it|.| It| is| a| healthy| one|.,"[-10.915541, -3.4234219, -3.8335013, -0.8169396, -2.7328649, -11.6371155, -3.1242967, -2.4149888, -2.7421162, -1.2903117, -1.6821413, -6.1559134, -6.8821077, -1.3691174]"
0,1,def,m,he,inScope,"If the farmer owns a cow, he beats it and also sells it.",if,"If| the| farmer| owns| a| cow|,| he| beats| it| and| also| sells| it|.","[-2.9958491, -8.907265, -5.6733446, -2.3306274, -3.9856703, -0.6887571, -1.3799555, -9.395142, -1.0410446, -2.7037349, -6.4677877, -3.8761256, -0.6728309, -1.4984037]"
0,1,def,m,he,outScope,"If the farmer owns a cow, he beats it. He also sells it.",if,"If| the| farmer| owns| a| cow|,| he| beats| it|.| He| also| sells| it|.","[-2.9958491, -8.907265, -5.6733446, -2.3306274, -3.9856703, -0.6887571, -1.3799555, -9.395142, -1.0410446, -2.2032475, -2.3648052, -4.096311, -4.015394, -1.036016, -1.6687286]"
0,1,def,m,he,inScope,"Whenever the farmer owns a cow, he beats it and also sells it.",whenever,"Whenever| the| farmer| owns| a| cow|,| he| beats| it| and| also| sells| it|.","[-3.4545345, -8.769802, -6.960685, -1.8259542, -3.8624256, -0.655225, -0.9638074, -8.037873, -1.2287992, -2.6864262, -5.6826696, -4.6771746, -0.38340235, -1.4334469]"
0,1,def,m,he,outScope,"Whenever the farmer owns a cow, he beats it. He also sells it.",whenever,"Whenever| the| farmer| owns| a| cow|,| he| beats| it|.| He| also| sells| it|.","[-3.4545345, -8.769802, -6.960685, -1.8259542, -3.8624256, -0.655225, -0.9638074, -8.037873, -1.2287992, -2.1855202, -2.3362293, -4.204162, -4.365942, -0.9155846, -1.7333591]"
0,1,def,m,he,inScope,"The farmer owns a cow, and he beats it and also sells it.",existential,"The| farmer| owns| a| cow|,| and| he| beats| it| and| also| sells| it|.","[-10.141602, -6.6090717, -2.0216467, -4.113205, -1.5603949, -1.6867949, -2.2862086, -8.381894, -1.1657487, -3.187996, -7.1973686, -4.776161, -0.44978198, -1.2146312]"
0,1,def,m,he,outScope,"The farmer owns a cow, and he beats it. He also sells it.",existential,"The| farmer| owns| a| cow|,| and| he| beats| it|.| He| also| sells| it|.","[-10.141602, -6.6090717, -2.0216467, -4.113205, -1.5603949, -1.6867949, -2.2862086, -8.381894, -1.1657487, -1.9222031, -1.7398098, -3.2838154, -3.6198044, -1.2943933, -1.690413]"
0,1,def,m,it,inScope,"If the farmer owns a cow, he beats it and it is a healthy one.",if,"If| the| farmer| owns| a| cow|,| he| beats| it| and| it| is| a| healthy| one|.","[-2.9955597, -8.907001, -5.6734123, -2.3308306, -3.985819, -0.68806267, -1.3797204, -9.39676, -1.0421463, -2.7025476, -3.3132539, -3.250101, -2.796403, -6.3208475, -5.0998607, -0.6511912]"
0,1,def,m,it,outScope,"If the farmer owns a cow, he beats it. It is a healthy one.",if,"If| the| farmer| owns| a| cow|,| he| beats| it|.| It| is| a| healthy| one|.","[-2.9955597, -8.907001, -5.6734123, -2.3308306, -3.985819, -0.68806267, -1.3797204, -9.39676, -1.0421463, -2.2036138, -3.755703, -1.3188837, -1.9569447, -6.8674173, -7.4422693, -1.1121362]"
0,1,def,m,it,inScope,"Whenever the farmer owns a cow, he beats it and it is a healthy one.",whenever,"Whenever| the| farmer| owns| a| cow|,| he| beats| it| and| it| is| a| healthy| one|.","[-3.4549785, -8.769815, -6.960841, -1.8251526, -3.8633957, -0.65467453, -0.9642728, -8.039247, -1.2266449, -2.6872866, -3.7417312, -2.4534457, -2.7677808, -6.5703645, -4.8704996, -0.70237404]"
