frame,gender,sent,sentence_type,scope,tokens,logprobs
0,m,A farmer worked in the field before he dreamed of the harvest.,ext,inScope,A|Ġfarmer|Ġworked|Ġin|Ġthe|Ġfield|Ġbefore|Ġhe|Ġdreamed|Ġof|Ġthe|Ġharvest|.,"[-12.816668510437012, -7.815774917602539, -2.2108023166656494, -1.006105661392212, -1.6161003112792969, -5.881627082824707, -2.5835940837860107, -8.712133407592773, -0.8091458082199097, -2.360144853591919, -4.368428707122803, -1.0633174180984497]"
0,m,A farmer worked in the field. He dreamed of the harvest.,ext,outScope,A|Ġfarmer|Ġworked|Ġin|Ġthe|Ġfield|.|ĠHe|Ġdreamed|Ġof|Ġthe|Ġharvest|.,"[-12.816668510437012, -7.815774917602539, -2.2108023166656494, -1.006105661392212, -1.6161003112792969, -2.395146369934082, -1.246287226676941, -9.10484504699707, -0.44688811898231506, -3.0712132453918457, -3.3982317447662354, -1.3093613386154175]"
0,m,Every farmer worked in the field before he dreamed of the harvest.,uni,inScope,Every|Ġfarmer|Ġworked|Ġin|Ġthe|Ġfield|Ġbefore|Ġhe|Ġdreamed|Ġof|Ġthe|Ġharvest|.,"[-13.03095817565918, -7.659904956817627, -2.4253005981445312, -1.1461797952651978, -2.142028331756592, -5.873072624206543, -3.319718360900879, -8.89113712310791, -0.3035549223423004, -2.6759674549102783, -4.924756050109863, -1.1585750579833984]"
0,m,Every farmer worked in the field. He dreamed of the harvest.,uni,outScope,Every|Ġfarmer|Ġworked|Ġin|Ġthe|Ġfield|.|ĠHe|Ġdreamed|Ġof|Ġthe|Ġharvest|.,"[-13.03095817565918, -7.659904956817627, -2.4253005981445312, -1.1461797952651978, -2.142028331756592, -2.5377931594848633, -3.2818398475646973, -8.571057319641113, -0.2901172637939453, -2.7849297523498535, -4.997854709625244, -1.5289114713668823]"
0,m,No farmer worked in the field before he dreamed of the harvest.,no,inScope,No|Ġfarmer|Ġworked|Ġin|Ġthe|Ġfield|Ġbefore|Ġhe|Ġdreamed|Ġof|Ġthe|Ġharvest|.,"[-12.86164665222168, -6.504393577575684, -1.8339391946792603, -0.7518841028213501, -2.066925048828125, -5.014337062835693, -3.995448589324951, -8.482723236083984, -0.56230628490448, -2.376964569091797, -4.1096954345703125, -1.3121205568313599]"
0,m,No farmer worked in the field. He dreamed of the harvest.,no,outScope,No|Ġfarmer|Ġworked|Ġin|Ġthe|Ġfield|.|ĠHe|Ġdreamed|Ġof|Ġthe|Ġharvest|.,"[-12.86164665222168, -6.504393577575684, -1.8339391946792603, -0.7518841028213501, -2.066925048828125, -2.4319262504577637, -2.9983339309692383, -8.87119197845459, -0.4499037563800812, -2.2585573196411133, -4.102077484130859, -1.3731087446212769]"
0,f,A farmer worked in the field before she dreamed of the harvest.,ext,inScope,A|Ġfarmer|Ġworked|Ġin|Ġthe|Ġfield|Ġbefore|Ġshe|Ġdreamed|Ġof|Ġthe|Ġharvest|.,"[-12.816668510437012, -7.815774917602539, -2.2108023166656494, -1.006105661392212, -1.6161003112792969, -5.881627082824707, -4.803584098815918, -8.356852531433105, -1.1321706771850586, -2.4391424655914307, -5.240318298339844, -1.1603586673736572]"
0,f,A farmer worked in the field. She dreamed of the harvest.,ext,outScope,A|Ġfarmer|Ġworked|Ġin|Ġthe|Ġfield|.|ĠShe|Ġdreamed|Ġof|Ġthe|Ġharvest|.,"[-12.816668510437012, -7.815774917602539, -2.2108023166656494, -1.006105661392212, -1.6161003112792969, -2.395146369934082, -3.570010185241699, -8.340432167053223, -0.40159860253334045, -2.8044774532318115, -4.119699478149414, -1.2539207935333252]"
0,f,Every farmer worked in the field before she dreamed of the harvest.,uni,inScope,Every|Ġfarmer|Ġworked|Ġin|Ġthe|Ġfield|Ġbefore|Ġshe|Ġdreamed|Ġof|Ġthe|Ġharvest|.,"[-13.03095817565918, -7.659904956817627, -2.4253005981445312, -1.1461797952651978, -2.142028331756592, -5.873072624206543, -6.386843681335449, -8.278779983520508, -0.3976857662200928, -2.9139342308044434, -5.681131839752197, -1.2253122329711914]"
0,f,Every farmer worked in the field. She dreamed of the harvest.,uni,outScope,Every|Ġfarmer|Ġworked|Ġin|Ġthe|Ġfield|.|ĠShe|Ġdreamed|Ġof|Ġthe|Ġharvest|.,"[-13.03095817565918, -7.659904956817627, -2.4253005981445312, -1.1461797952651978, -2.142028331756592, -2.5377931594848633, -5.739412784576416, -7.661751747131348, -0.30776306986808777, -2.939413547515869, -6.025895595550537, -1.7172582149505615]"
