frame,pred,subj,gender,cont,scope,sent,sentence_type,tokens,logprobs
0,0,name,m,he,inScope,Every farmer who owns a cow beats it and also feeds it.,every,Every|Ġfarmer|Ġwho|Ġowns|Ġa|Ġcow|Ġbeats|Ġit|Ġand|Ġalso|Ġfeeds|Ġit|.,"[-11.115594863891602, -3.0002524852752686, -3.3910129070281982, -1.252097487449646, -2.6878786087036133, -12.343766212463379, -0.7998212575912476, -3.660144805908203, -6.230015754699707, -3.3104751110076904, -0.21383416652679443, -2.767552375793457]"
0,0,name,m,he,outScope,Every farmer who owns a cow beats it. He also feeds it.,every,Every|Ġfarmer|Ġwho|Ġowns|Ġa|Ġcow|Ġbeats|Ġit|.|ĠHe|Ġalso|Ġfeeds|Ġit|.,"[-11.115594863891602, -3.0002524852752686, -3.3910129070281982, -1.252097487449646, -2.6878786087036133, -12.343766212463379, -0.7998212575912476, -2.614081382751465, -3.7579264640808105, -4.043261528015137, -4.701003074645996, -0.2304898351430893, -2.600395917892456]"
0,0,name,m,it,inScope,Every farmer who owns a cow beats it and it is a big one.,every,Every|Ġfarmer|Ġwho|Ġowns|Ġa|Ġcow|Ġbeats|Ġit|Ġand|Ġit|Ġis|Ġa|Ġbig|Ġone|.,"[-11.115594863891602, -3.0002524852752686, -3.3910129070281982, -1.252097487449646, -2.6878786087036133, -12.343766212463379, -0.7998212575912476, -3.660144805908203, -5.557714462280273, -2.1368472576141357, -2.012047529220581, -5.462101936340332, -5.279385566711426, -1.5613222122192383]"
0,0,name,m,it,outScope,Every farmer who owns a cow beats it. It is a big one.,every,Every|Ġfarmer|Ġwho|Ġowns|Ġa|Ġcow|Ġbeats|Ġit|.|ĠIt|Ġis|Ġa|Ġbig|Ġone|.,"[-11.115594863891602, -3.0002524852752686, -3.3910129070281982, -1.252097487449646, -2.6878786087036133, -12.343766212463379, -0.7998212575912476, -2.614081382751465, -2.6620049476623535, -1.1187530755996704, -1.6391041278839111, -7.1613616943359375, -6.399920463562012, -1.6801564693450928]"
0,0,name,f,he,inScope,Every farmer who owns a cow beats it and also feeds it.,every,Every|Ġfarmer|Ġwho|Ġowns|Ġa|Ġcow|Ġbeats|Ġit|Ġand|Ġalso|Ġfeeds|Ġit|.,"[-11.115594863891602, -3.0002524852752686, -3.3910129070281982, -1.252097487449646, -2.6878786087036133, -12.343766212463379, -0.7998212575912476, -3.660144805908203, -6.230015754699707, -3.3104751110076904, -0.21383416652679443, -2.767552375793457]"
0,0,name,f,he,outScope,Every farmer who owns a cow beats it. She also feeds it.,every,Every|Ġfarmer|Ġwho|Ġowns|Ġa|Ġcow|Ġbeats|Ġit|.|ĠShe|Ġalso|Ġfeeds|Ġit|.,"[-11.115594863891602, -3.0002524852752686, -3.3910129070281982, -1.252097487449646, -2.6878786087036133, -12.343766212463379, -0.7998212575912476, -2.614081382751465, -7.030248165130615, -4.988255500793457, -6.2180585861206055, -0.7107169032096863, -3.1977760791778564]"
0,0,name,f,it,inScope,Every farmer who owns a cow beats it and it is a big one.,every,Every|Ġfarmer|Ġwho|Ġowns|Ġa|Ġcow|Ġbeats|Ġit|Ġand|Ġit|Ġis|Ġa|Ġbig|Ġone|.,"[-11.115594863891602, -3.0002524852752686, -3.3910129070281982, -1.252097487449646, -2.6878786087036133, -12.343766212463379, -0.7998212575912476, -3.660144805908203, -5.557714462280273, -2.1368472576141357, -2.012047529220581, -5.462101936340332, -5.279385566711426, -1.5613222122192383]"
0,0,name,f,it,outScope,Every farmer who owns a cow beats it. It is a big one.,every,Every|Ġfarmer|Ġwho|Ġowns|Ġa|Ġcow|Ġbeats|Ġit|.|ĠIt|Ġis|Ġa|Ġbig|Ġone|.,"[-11.115594863891602, -3.0002524852752686, -3.3910129070281982, -1.252097487449646, -2.6878786087036133, -12.343766212463379, -0.7998212575912476, -2.614081382751465, -2.6620049476623535, -1.1187530755996704, -1.6391041278839111, -7.1613616943359375, -6.399920463562012, -1.6801564693450928]"
0,0,def,m,he,inScope,"If the farmer owns a cow, he beats it and also feeds it.",if,"If|Ġthe|Ġfarmer|Ġowns|Ġa|Ġcow|,|Ġhe|Ġbeats|Ġit|Ġand|Ġalso|Ġfeeds|Ġit|.","[-2.14711594581604, -8.478460311889648, -5.341187477111816, -1.937187671661377, -3.4884164333343506, -0.7571316361427307, -1.1512900590896606, -10.738750457763672, -0.3367847502231598, -2.5163888931274414, -7.1143364906311035, -2.8393821716308594, -0.08163781464099884, -1.8437310457229614]"
0,0,def,m,he,outScope,"If the farmer owns a cow, he beats it. He also feeds it.",if,"If|Ġthe|Ġfarmer|Ġowns|Ġa|Ġcow|,|Ġhe|Ġbeats|Ġit|.|ĠHe|Ġalso|Ġfeeds|Ġit|.","[-2.1471128463745117, -8.478460311889648, -5.341193199157715, -1.937193512916565, -3.488417625427246, -0.7571329474449158, -1.1512939929962158, -10.738750457763672, -0.33678850531578064, -1.8345516920089722, -2.9404282569885254, -3.399733543395996, -3.9219295978546143, -0.23792614042758942, -1.5679435729980469]"
0,0,def,m,he,inScope,"Whenever the farmer owns a cow, he beats it and also feeds it.",whenever,"Whenever|Ġthe|Ġfarmer|Ġowns|Ġa|Ġcow|,|Ġhe|Ġbeats|Ġit|Ġand|Ġalso|Ġfeeds|Ġit|.","[-2.2144064903259277, -8.641855239868164, -7.343343257904053, -1.997984766960144, -2.8518378734588623, -0.6518023014068604, -1.0161011219024658, -9.799742698669434, -0.30869051814079285, -2.710613250732422, -5.966585159301758, -1.9673222303390503, -0.09763165563344955, -1.1953390836715698]"
