frame,gender,sent,subject,sentence_type,tokens,logprobs
0,NA,It was not the case that the farmer didn't own a cow. It was just away on the meadow.,def,DNE,It|Ġwas|Ġnot|Ġthe|Ġcase|Ġthat|Ġthe|Ġfarmer|Ġdidn|'t|Ġown|Ġa|Ġcow|.|ĠIt|Ġwas|Ġjust|Ġaway|Ġon|Ġthe|Ġme|adow|.,"[-5.435807704925537, -3.144275426864624, -2.801847457885742, -3.825416088104248, -1.4292232990264893, -1.5468266010284424, -8.190574645996094, -6.5615553855896, -0.8977033495903015, -5.155041217803955, -3.0504393577575684, -2.810739755630493, -1.1859073638916016, -1.9097341299057007, -0.18647703528404236, -3.000582695007324, -14.378052711486816, -5.0850419998168945, -1.496286153793335, -8.358381271362305, -0.2419058382511139, -1.295676350593567]"
0,NA,"It was not the case that the farmer didn't own a cow. In fact, it was just away on the meadow.",def,DNE_infact,"It|Ġwas|Ġnot|Ġthe|Ġcase|Ġthat|Ġthe|Ġfarmer|Ġdidn|'t|Ġown|Ġa|Ġcow|.|ĠIn|Ġfact|,|Ġit|Ġwas|Ġjust|Ġaway|Ġon|Ġthe|Ġme|adow|.","[-5.435811519622803, -3.144277334213257, -2.801847457885742, -3.825409412384033, -1.4292266368865967, -1.546829104423523, -8.190576553344727, -6.561556339263916, -0.8976954817771912, -5.15504789352417, -3.050445079803467, -2.8107292652130127, -1.1859056949615479, -3.49133038520813, -0.6353679299354553, -0.17415839433670044, -2.598853588104248, -0.29038915038108826, -3.7957897186279297, -12.699947357177734, -4.125341415405273, -1.338136911392212, -8.1348876953125, -0.17310279607772827, -1.3270998001098633]"
0,NA,The farmer didn't own a cow. It was away on the meadow.,def,negation2,The|Ġfarmer|Ġdidn|'t|Ġown|Ġa|Ġcow|.|ĠIt|Ġwas|Ġaway|Ġon|Ġthe|Ġme|adow|.,"[-12.602350234985352, -6.690783500671387, -0.9692885875701904, -5.318077087402344, -1.9640390872955322, -2.981576442718506, -1.6285014152526855, -4.176808834075928, -0.6269403100013733, -11.359907150268555, -2.071849822998047, -1.1650032997131348, -7.528304576873779, -0.2592267692089081, -1.4281632900238037]"
0,NA,"The farmer didn't own a cow. In fact, it was away on the meadow.",def,negation2_infact,"The|Ġfarmer|Ġdidn|'t|Ġown|Ġa|Ġcow|.|ĠIn|Ġfact|,|Ġit|Ġwas|Ġaway|Ġon|Ġthe|Ġme|adow|.","[-12.602351188659668, -6.690791606903076, -0.9693006277084351, -5.318103790283203, -1.9640583992004395, -2.981579065322876, -1.6285046339035034, -4.272386074066162, -1.0944873094558716, -0.13486330211162567, -3.9925596714019775, -0.6066141128540039, -11.256119728088379, -2.0288147926330566, -1.4034759998321533, -8.245487213134766, -0.24578902125358582, -1.6274336576461792]"
0,NA,The farmer didn't own a cow. It was just away on the meadow.,def,negation2_just,The|Ġfarmer|Ġdidn|'t|Ġown|Ġa|Ġcow|.|ĠIt|Ġwas|Ġjust|Ġaway|Ġon|Ġthe|Ġme|adow|.,"[-12.602351188659668, -6.690791606903076, -0.9693006277084351, -5.318103790283203, -1.9640583992004395, -2.981579065322876, -1.6285046339035034, -4.176787853240967, -0.6269283294677734, -3.6754651069641113, -12.194345474243164, -3.2401139736175537, -1.0402276515960693, -6.595508575439453, -0.18672096729278564, -1.2810702323913574]"
0,NA,"The farmer didn't own a cow. In fact, it was just away on the meadow.",def,negation2_just_infact,"The|Ġfarmer|Ġdidn|'t|Ġown|Ġa|Ġcow|.|ĠIn|Ġfact|,|Ġit|Ġwas|Ġjust|Ġaway|Ġon|Ġthe|Ġme|adow|.","[-12.602351188659668, -6.690791606903076, -0.9693006277084351, -5.318103790283203, -1.9640583992004395, -2.981579065322876, -1.6285046339035034, -4.272386074066162, -1.0944873094558716, -0.13486330211162567, -3.9925596714019775, -0.6066141128540039, -4.203902244567871, -11.158060073852539, -3.405484437942505, -1.2169487476348877, -6.97260046005249, -0.15539982914924622, -1.415602445602417]"
0,NA,The farmer owned a cow. It was away on the meadow.,def,existential,The|Ġfarmer|Ġowned|Ġa|Ġcow|.|ĠIt|Ġwas|Ġaway|Ġon|Ġthe|Ġme|adow|.,"[-12.602350234985352, -7.7150959968566895, -1.454542636871338, -4.322080612182617, -2.3218307495117188, -3.896334171295166, -1.0393074750900269, -9.644845008850098, -2.0153656005859375, -1.243355393409729, -7.216277122497559, -0.1958412081003189, -1.543421983718872]"
0,NA,"The farmer owned a cow. In fact, it was away on the meadow.",def,existential_infact,"The|Ġfarmer|Ġowned|Ġa|Ġcow|.|ĠIn|Ġfact|,|Ġit|Ġwas|Ġaway|Ġon|Ġthe|Ġme|adow|.","[-12.602351188659668, -7.7150959968566895, -1.4545456171035767, -4.322103023529053, -2.321836233139038, -4.2670745849609375, -3.9170639514923096, -0.24557745456695557, -3.2960424423217773, -0.3572821021080017, -12.814390182495117, -2.048825740814209, -1.2790467739105225, -8.011262893676758, -0.21947941184043884, -1.625394344329834]"
1,NA,It was not the case that the pirate didn't acquire a treasure. It was just hidden in the box.,def,DNE,It|Ġwas|Ġnot|Ġthe|Ġcase|Ġthat|Ġthe|Ġpirate|Ġdidn|'t|Ġacquire|Ġa|Ġtreasure|.|ĠIt|Ġwas|Ġjust|Ġhidden|Ġin|Ġthe|Ġbox|.,"[-5.435807704925537, -3.144275426864624, -2.801847457885742, -3.825416088104248, -1.4292232990264893, -1.5468266010284424, -10.798746109008789, -6.340542793273926, -0.7110276222229004, -9.621628761291504, -2.4768142700195312, -5.692405700683594, -2.2354226112365723, -1.7982563972473145, -0.22718362510204315, -3.4711709022521973, -8.154012680053711, -1.7334824800491333, -1.5987300872802734, -6.268345832824707, -1.237133502960205]"
1,NA,"It was not the case that the pirate didn't acquire a treasure. In fact, it was just hidden in the box.",def,DNE_infact,"It|Ġwas|Ġnot|Ġthe|Ġcase|Ġthat|Ġthe|Ġpirate|Ġdidn|'t|Ġacquire|Ġa|Ġtreasure|.|ĠIn|Ġfact|,|Ġit|Ġwas|Ġjust|Ġhidden|Ġin|Ġthe|Ġbox|.","[-5.435811519622803, -3.144277334213257, -2.801847457885742, -3.825409412384033, -1.4292266368865967, -1.546829104423523, -10.798750877380371, -6.340534210205078, -0.7110303044319153, -9.621628761291504, -2.4768035411834717, -5.692415714263916, -2.235419511795044, -3.5024237632751465, -0.6230587363243103, -0.12885376811027527, -2.001704692840576, -0.45963001251220703, -3.9204275608062744, -8.407805442810059, -1.5739866495132446, -1.5069770812988281, -5.966619491577148, -1.1130316257476807]"
