frame,gender,sent,subject,sentence_type,tokens,logprobs,slor_nofirst
0,m,"Either there was no treasure, or it was guarded by the dragon.",def,disjunction_eitheror,"Either|Ġthere|Ġwas|Ġno|Ġtreasure|,|Ġor|Ġit|Ġwas|Ġguarded|Ġby|Ġthe|Ġdragon|.","[-17.13386344909668, -1.9072134494781494, -1.893523931503296, -8.541275978088379, -1.0421897172927856, -0.09630748629570007, -1.1228578090667725, -0.33488181233406067, -4.632083415985107, -0.23675602674484253, -2.77567195892334, -4.733608245849609, -1.6651811599731445]",3.1901369368186345
0,m,"Either there was a treasure, or it was guarded by the dragon.",def,disjunction_eitheror_pos,"Either|Ġthere|Ġwas|Ġa|Ġtreasure|,|Ġor|Ġit|Ġwas|Ġguarded|Ġby|Ġthe|Ġdragon|.","[-17.13386344909668, -1.9072134494781494, -0.8690946698188782, -8.674095153808594, -2.099792003631592, -0.4048001766204834, -3.280721664428711, -0.27385184168815613, -7.858363151550293, -0.5091409087181091, -2.647993326187134, -4.8172807693481445, -1.2097030878067017]",2.5439383041352834
0,m,"There was no treasure, or it was guarded by the dragon.",def,disjunction_or,"There|Ġwas|Ġno|Ġtreasure|,|Ġor|Ġit|Ġwas|Ġguarded|Ġby|Ġthe|Ġdragon|.","[-11.008132934570312, -1.6214568614959717, -10.210857391357422, -1.769634485244751, -4.6244282722473145, -4.588892936706543, -0.45106425881385803, -4.317089557647705, -0.19817869365215302, -2.6649556159973145, -4.49583101272583, -1.7140703201293945]",2.770050952430349
0,m,"There was no treasure, and it was guarded by the dragon.",def,conjunction,"There|Ġwas|Ġno|Ġtreasure|,|Ġand|Ġit|Ġwas|Ġguarded|Ġby|Ġthe|Ġdragon|.","[-11.008132934570312, -1.6214568614959717, -10.210857391357422, -1.769634485244751, -2.7217564582824707, -3.4990880489349365, -0.4421873688697815, -8.252168655395508, -0.14830517768859863, -2.7225348949432373, -5.202395915985107, -1.8201558589935303]",2.45703884856785
0,f,"Either there was no treasure, or it was guarded by the dragon.",def,disjunction_eitheror,"Either|Ġthere|Ġwas|Ġno|Ġtreasure|,|Ġor|Ġit|Ġwas|Ġguarded|Ġby|Ġthe|Ġdragon|.","[-17.13386344909668, -1.9072134494781494, -1.893523931503296, -8.541275978088379, -1.0421897172927856, -0.09630748629570007, -1.1228578090667725, -0.33488181233406067, -4.632083415985107, -0.23675602674484253, -2.77567195892334, -4.733608245849609, -1.6651811599731445]",3.1901369368186345
0,f,"Either there was a treasure, or it was guarded by the dragon.",def,disjunction_eitheror_pos,"Either|Ġthere|Ġwas|Ġa|Ġtreasure|,|Ġor|Ġit|Ġwas|Ġguarded|Ġby|Ġthe|Ġdragon|.","[-17.13386344909668, -1.9072134494781494, -0.8690946698188782, -8.674095153808594, -2.099792003631592, -0.4048001766204834, -3.280721664428711, -0.27385184168815613, -7.858363151550293, -0.5091409087181091, -2.647993326187134, -4.8172807693481445, -1.2097030878067017]",2.5439383041352834
0,f,"There was no treasure, or it was guarded by the dragon.",def,disjunction_or,"There|Ġwas|Ġno|Ġtreasure|,|Ġor|Ġit|Ġwas|Ġguarded|Ġby|Ġthe|Ġdragon|.","[-11.008132934570312, -1.6214568614959717, -10.210857391357422, -1.769634485244751, -4.6244282722473145, -4.588892936706543, -0.45106425881385803, -4.317089557647705, -0.19817869365215302, -2.6649556159973145, -4.49583101272583, -1.7140703201293945]",2.770050952430349
0,f,"There was no treasure, and it was guarded by the dragon.",def,conjunction,"There|Ġwas|Ġno|Ġtreasure|,|Ġand|Ġit|Ġwas|Ġguarded|Ġby|Ġthe|Ġdragon|.","[-11.008132934570312, -1.6214568614959717, -10.210857391357422, -1.769634485244751, -2.7217564582824707, -3.4990880489349365, -0.4421873688697815, -8.252168655395508, -0.14830517768859863, -2.7225348949432373, -5.202395915985107, -1.8201558589935303]",2.45703884856785
1,m,"Either there was no manuscript, or it was hid by the librarian.",def,disjunction_eitheror,"Either|Ġthere|Ġwas|Ġno|Ġmanuscript|,|Ġor|Ġit|Ġwas|Ġhid|Ġby|Ġthe|Ġlibrarian|.","[-17.13386344909668, -1.9072134494781494, -1.893523931503296, -10.295522689819336, -1.285873532295227, -0.1557578593492508, -1.1524617671966553, -0.4825667142868042, -10.089971542358398, -3.060821533203125, -1.2509632110595703, -7.459142684936523, -1.567824125289917]",2.439133881367106
1,m,"Either there was a manuscript, or it was hid by the librarian.",def,disjunction_eitheror_pos,"Either|Ġthere|Ġwas|Ġa|Ġmanuscript|,|Ġor|Ġit|Ġwas|Ġhid|Ġby|Ġthe|Ġlibrarian|.","[-17.13386344909668, -1.9072134494781494, -0.8690946698188782, -10.498340606689453, -2.518893241882324, -0.9536903500556946, -3.3216392993927, -0.48481351137161255, -11.820140838623047, -3.2232131958007812, -1.460202693939209, -7.55280065536499, -1.4015707969665527]",1.8052836289101113
1,m,"There was no manuscript, or it was hid by the librarian.",def,disjunction_or,"There|Ġwas|Ġno|Ġmanuscript|,|Ġor|Ġit|Ġwas|Ġhid|Ġby|Ġthe|Ġlibrarian|.","[-11.008132934570312, -1.6214568614959717, -10.539335250854492, -2.5779075622558594, -4.594733238220215, -3.8888964653015137, -0.6339502334594727, -10.176798820495605, -3.125837564468384, -1.1614303588867188, -7.621493816375732, -1.3908751010894775]",2.0351173242208502
1,m,"There was no manuscript, and it was hid by the librarian.",def,conjunction,"There|Ġwas|Ġno|Ġmanuscript|,|Ġand|Ġit|Ġwas|Ġhid|Ġby|Ġthe|Ġlibrarian|.","[-11.008132934570312, -1.6214568614959717, -10.539335250854492, -2.5779075622558594, -2.5299270153045654, -3.4855170249938965, -0.5776876211166382, -14.501290321350098, -3.5255868434906006, -1.1699374914169312, -7.955718994140625, -1.6606755256652832]",1.6339182596909805
