frame,gender,sent,subject,sentence_type,tokens,logprobs
0,NA,It was not the case that the farmer didn't own a cow. It was just away on the meadow.,def,DNE,It|Ġwas|Ġnot|Ġthe|Ġcase|Ġthat|Ġthe|Ġfarmer|Ġdidn|'t|Ġown|Ġa|Ġcow|.|ĠIt|Ġwas|Ġjust|Ġaway|Ġon|Ġthe|Ġme|adow|.,"[-2.152146100997925, -3.3502883911132812, -2.6508708000183105, -3.567898750305176, -1.0163052082061768, -1.5091842412948608, -8.456005096435547, -5.516944885253906, -0.5120052099227905, -5.003828048706055, -2.2058520317077637, -2.865837574005127, -1.352783203125, -1.6986334323883057, -0.24811692535877228, -3.4482169151306152, -13.312274932861328, -2.5245113372802734, -2.786607027053833, -7.911033630371094, -0.10389328747987747, -1.7806673049926758]"
0,NA,"It was not the case that the farmer didn't own a cow. In fact, it was just away on the meadow.",def,DNE_infact,"It|Ġwas|Ġnot|Ġthe|Ġcase|Ġthat|Ġthe|Ġfarmer|Ġdidn|'t|Ġown|Ġa|Ġcow|.|ĠIn|Ġfact|,|Ġit|Ġwas|Ġjust|Ġaway|Ġon|Ġthe|Ġme|adow|.","[-2.1521458625793457, -3.3502936363220215, -2.650874614715576, -3.5679030418395996, -1.016303539276123, -1.5091886520385742, -8.456005096435547, -5.516945838928223, -0.5120060443878174, -5.003824234008789, -2.2058534622192383, -2.8658342361450195, -1.3527742624282837, -3.494671106338501, -0.4045722186565399, -0.19604523479938507, -2.845424175262451, -0.3036487400531769, -3.1703481674194336, -14.634713172912598, -2.6243653297424316, -2.967798948287964, -7.018251419067383, -0.10512128472328186, -1.5566685199737549]"
0,NA,The farmer didn't own a cow. It was away on the meadow.,def,negation2,The|Ġfarmer|Ġdidn|'t|Ġown|Ġa|Ġcow|.|ĠIt|Ġwas|Ġaway|Ġon|Ġthe|Ġme|adow|.,"[-10.513148307800293, -6.030336380004883, -0.8621914982795715, -5.019923210144043, -1.3489739894866943, -3.8176538944244385, -1.8821289539337158, -3.7647244930267334, -0.7731873989105225, -10.368922233581543, -2.576686382293701, -2.532076835632324, -7.10411262512207, -0.0537874661386013, -1.3986356258392334]"
0,NA,"The farmer didn't own a cow. In fact, it was away on the meadow.",def,negation2_infact,"The|Ġfarmer|Ġdidn|'t|Ġown|Ġa|Ġcow|.|ĠIn|Ġfact|,|Ġit|Ġwas|Ġaway|Ġon|Ġthe|Ġme|adow|.","[-10.513134956359863, -6.030341148376465, -0.8621644973754883, -5.019899368286133, -1.348987340927124, -3.8176541328430176, -1.8821090459823608, -4.369195461273193, -0.725902795791626, -0.18477648496627808, -4.257078647613525, -0.7284305691719055, -9.752580642700195, -2.3267970085144043, -2.9746603965759277, -7.792268753051758, -0.08457312732934952, -1.4488575458526611]"
0,NA,The farmer didn't own a cow. It was just away on the meadow.,def,negation2_just,The|Ġfarmer|Ġdidn|'t|Ġown|Ġa|Ġcow|.|ĠIt|Ġwas|Ġjust|Ġaway|Ġon|Ġthe|Ġme|adow|.,"[-10.513134956359863, -6.030341148376465, -0.8621644973754883, -5.019899368286133, -1.348987340927124, -3.8176541328430176, -1.8821090459823608, -3.764711856842041, -0.7731877565383911, -2.716886520385742, -10.813316345214844, -2.2692458629608154, -2.986074686050415, -7.0632643699646, -0.06193825975060463, -1.447599172592163]"
0,NA,"The farmer didn't own a cow. In fact, it was just away on the meadow.",def,negation2_just_infact,"The|Ġfarmer|Ġdidn|'t|Ġown|Ġa|Ġcow|.|ĠIn|Ġfact|,|Ġit|Ġwas|Ġjust|Ġaway|Ġon|Ġthe|Ġme|adow|.","[-10.513134956359863, -6.030341148376465, -0.8621644973754883, -5.019899368286133, -1.348987340927124, -3.8176541328430176, -1.8821090459823608, -4.369195461273193, -0.725902795791626, -0.18477648496627808, -4.257078647613525, -0.7284305691719055, -4.004819869995117, -11.746406555175781, -3.187007427215576, -3.1687824726104736, -7.910492897033691, -0.08898548036813736, -1.3549209833145142]"
0,NA,The farmer owned a cow. It was away on the meadow.,def,existential,The|Ġfarmer|Ġowned|Ġa|Ġcow|.|ĠIt|Ġwas|Ġaway|Ġon|Ġthe|Ġme|adow|.,"[-10.51314926147461, -7.536249160766602, -2.0300848484039307, -3.5218162536621094, -1.941932201385498, -3.238053798675537, -0.7890431880950928, -10.147740364074707, -3.332526683807373, -1.4218578338623047, -5.30947208404541, -0.06258177757263184, -1.2368383407592773]"
0,NA,"The farmer owned a cow. In fact, it was away on the meadow.",def,existential_infact,"The|Ġfarmer|Ġowned|Ġa|Ġcow|.|ĠIn|Ġfact|,|Ġit|Ġwas|Ġaway|Ġon|Ġthe|Ġme|adow|.","[-10.513134956359863, -7.536251068115234, -2.0300865173339844, -3.5218334197998047, -1.9419323205947876, -4.707651138305664, -3.236931562423706, -0.23920798301696777, -2.8322319984436035, -0.18423129618167877, -13.407073974609375, -4.2923150062561035, -1.880911946296692, -6.7739338874816895, -0.09497787803411484, -1.543198823928833]"
1,NA,It was not the case that the pirate didn't acquire a treasure. It was just hidden in the box.,def,DNE,It|Ġwas|Ġnot|Ġthe|Ġcase|Ġthat|Ġthe|Ġpirate|Ġdidn|'t|Ġacquire|Ġa|Ġtreasure|.|ĠIt|Ġwas|Ġjust|Ġhidden|Ġin|Ġthe|Ġbox|.,"[-2.152146100997925, -3.3502883911132812, -2.6508708000183105, -3.567898750305176, -1.0163052082061768, -1.5091842412948608, -10.852644920349121, -6.084754943847656, -0.7529187202453613, -8.714271545410156, -2.6278910636901855, -3.6316463947296143, -2.2144243717193604, -1.76631760597229, -0.4366588294506073, -2.919966697692871, -6.889156341552734, -1.7937207221984863, -1.6197166442871094, -5.1069655418396, -1.8711374998092651]"
1,NA,"It was not the case that the pirate didn't acquire a treasure. In fact, it was just hidden in the box.",def,DNE_infact,"It|Ġwas|Ġnot|Ġthe|Ġcase|Ġthat|Ġthe|Ġpirate|Ġdidn|'t|Ġacquire|Ġa|Ġtreasure|.|ĠIn|Ġfact|,|Ġit|Ġwas|Ġjust|Ġhidden|Ġin|Ġthe|Ġbox|.","[-2.152146100997925, -3.3502883911132812, -2.6508708000183105, -3.567898750305176, -1.0163052082061768, -1.5091842412948608, -10.852644920349121, -6.084754943847656, -0.7529187202453613, -8.714271545410156, -2.6278910636901855, -3.6316463947296143, -2.2144243717193604, -3.3767311573028564, -0.5540276169776917, -0.1752973198890686, -2.5615246295928955, -0.521071195602417, -3.2325916290283203, -8.167098045349121, -1.909077525138855, -1.5227909088134766, -4.68126106262207, -1.4754976034164429]"
